key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes
Cadotte2006913,Dispersal and species diversity: A meta-analysis,2006,1,1,American Naturalist,1537-5323,167,,913-924,"Cadotte, M.W.",10.1086/504850,,,,"Species diversity in communities of interacting organisms is thought to be enhanced by dispersal, yet mechanisms predicting this have little to say about what effects differing rates of dispersal have on diversity and how dispersal affects diversity at larger spatial scales. 1 performed meta-analyses on 23 studies comprising 50 experiments that manipulated species migration and measured community richness or diversity to test three hypotheses: that dispersal increases local diversity; that this effect depends on the rate of dispersal, specifically, that local diversity should he maximized at intermediate dispersal rates or else linearly related to dispersal rate; and that regional diversity may be either unaffected or negatively impacted by dispersal because dispersal tends to homogenize local communities. I found that immigration increased local diversity. Further, in animal studies, diversity appears maximized at intermediate dispersal rates but not with plant studies; however, more standardized studies are needed. Finally, results are ambiguous as to what happens at larger scales, with studies finding either declines or no change in regional diversity with dispersal. Taken together, these results reveal that dispersal has a complex, spatially contingent relationship with patterns of species diversity.  2006 by The University of Chicago."," RAYYAN-INCLUSION: {""Alfredo""=>true}"
Cadotte20121153,Gauging the impact of meta-analysis on ecology,2012,1,1,Evolutionary Ecology,0269-7653,26,,1153-1167,"Cadotte, M.W. and Mehrkens, L.R. and Menge, D.N.L.",10.1007/s10682-012-9585-z,,,,"Meta-analyses are an increasingly used set of statistical tools that allow for data from multiple studies to be drawn together allowing broader, more generalizable conclusions. The extent to which the increase in the number of meta-analyses in ecology, relative to other types of papers, has influenced how questions are asked and the current state of knowledge has not been assessed before. Here, we gauge the impact of meta-analyses in ecology quantitatively and qualitatively. For the quantitative assessment, we conducted an analysis of 240 published meta-analyses to examine trends in ecological meta-analyses. Our examination shows that publication rates of meta-analyses in ecology have increased through time, and that more recent meta-analyses have been more comprehensive, including more studies and a greater temporal range of studies. Meta-analyses in ecology are the result of larger collaborations with meta-analyses being authored by larger teams than other studies, and those funded by collaborative centers have even larger collaborations. These larger collaborations result in a larger scope and scale of the analyses-by using more papers, datasets, species and years of data. Qualitatively, we discuss three examples: the strength of competition, the nature of how biodiversity affects ecosystem function, and the response of species to global climate change, where meta-analyses supplied the critical evaluation of accepted ecological explanations. As scientific criticism and controversy mount, the true power of meta-analyses is to serve as the capstone evidence supporting the validity of an explanation and to possibly herald the shift to other potential explanations.  2012 Springer Science+Business Media B.V."," RAYYAN-INCLUSION: {""Alfredo""=>true}"
Chalcraft20032407,Predator identity and ecological impacts: Functional redundancy or functional diversity?,2003,1,1,Ecology,0012-9658,84,,2407-2418,"Chalcraft, D.R. and Resetarits Jr., W.J.",10.1890/02-0550,,,,"Different species occupy similar trophic positions in natural communities. However, ecologists have often overlooked the consequences of this variation for local communities by assuming that species occupying similar trophic positions are functionally similar. There have been few experimental tests of this important assumption. We tested the assumption of functional similarity by comparing the effect of six different predators (three fish and three salamander species) on an ensemble of larval anuran prey. Our experiment identified substantial variation in the impact of different predators on a variety of responses. Differences among predators in their selection of prey caused the structure of the larval anuran ensemble to vary continuously as opposed to producing discrete alternative states. Predators also differed in their ability to suppress either the total number or biomass of anurans. Thus, performance of larval anurans was dependent upon the identity of the predator. Moreover, the identity of predators judged similar and their degree of similarity depends on the specific response variable. In our study we found no predominance of weak or strong interactors, as predators appear to be evenly distributed along a gradient of interaction strengths. Knowledge of the identity of the species occupying a particular trophic position is crucial to predicting the impact of that trophic position on a community. Ecologists should not simply assume that species are functionally similar. The differing effects of different predators suggest that variation in their distribution across complex landscapes influences prey number, biomass, population dynamics, distribution, and ultimately local and regional species diversity."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Chamberlin20176981,How relative size and abundance structures the relationship between size and individual growth in an ontogenetically piscivorous fish,2017,1,1,Ecology and Evolution,,7,,6981-6995,"Chamberlin, J.W. and Beckman, B.R. and Greene, C.M. and Rice, C.A. and Hall, J.E.",10.1002/ece3.3218,,,,"While individual growth ultimately reflects the quality and quantity of food resources, intra and interspecific interactions for these resources, as well as individual size, may have dramatic impacts on growth opportunity. Out-migrating anadromous salmonids make rapid transitions between habitat types resulting in large pulses of individuals into a given location over a short period, which may have significant impact on demand for local resources. We evaluated the spatial and temporal variation in IGF-1 concentrations (a proxy for growth rate) and the relationship between size and concentration for juvenile Chinook salmon in Puget Sound, WA, USA, as a function of the relative size and abundance of both Chinook salmon and Pacific herring, a species which commonly co-occurs with salmonids in nearshore marine habitats. The abundance of Chinook salmon and Pacific herring varied substantially among the sub-basins as function of outmigration timing and spawn timing, respectively, while size varied systematically and consistently for both species. Mean IGF-1 concentrations were different among sub-basins, although patterns were not consistent through time. In general, size was positively correlated with IGF-1 concentration, although the slope of the relationship was considerably higher where Pacific herring were more abundant than Chinook salmon; specifically where smaller individual herring, relative to Chinook salmon, were more abundant. Where Pacific herring were less abundant than Chinook salmon, IGF-1 concentrations among small and large Chinook salmon were more variable and showed no consistent increase for larger individuals. The noticeable positive effect of relative Pacific herring abundance on the relationship between size and individual growth rates likely represents a shift to predation based on increased IGF-1 concentrations for individual Chinook salmon that are large enough to incorporate fish into their diet and co-occur with the highest abundances of Pacific herring.  2017 The Authors. Ecology and Evolution published by John Wiley & Sons Ltd."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Chase2002302,The interaction between predation and competition: A review and synthesis,2002,1,1,Ecology Letters,"1461-023X, 1461-023X",5,,302-315,"Chase, J.M. and Abrams, P.A. and Grover, J.P. and Diehl, S. and Chesson, P. and Holt, R.D. and Richards, S.A. and Nisbet, R.M. and Case, T.J.",10.1046/j.1461-0248.2002.00315.x,,,,"This review discusses the interface between two of the most important types of interactions between species, interspecific competition and predation. Predation has been claimed to increase, decrease, or have little effect on, the strength, impact or importance of interspecific competition. There is confusion about both the meaning of these terms and the likelihood of, and conditions required for, each of these outcomes. In this article we distinguish among three measures of the influence of predation on competitive outcomes: Short-term per capita consumption or growth rates, long-term changes in density, and the probability of competitive coexistence. We then outline various theoretical mechanisms that can lead to qualitatively distinct effects of predators. The qualitative effect of predators can depend both on the mechanism of competition and on the definition of competitive strength/impact. In assessing the empirical literature, we ask: (1) What definitions of competitive strength/impact have been assumed? (2) Does strong evidence exist to support one or more of the possible mechanisms that can produce a given outcome? (3) Do biases in the choice of organism or manipulation exist, and are they likely to have influenced the conclusions reached? We conclude by discussing several unanswered questions, and espouse a stronger interchange between empirical and theoretical approaches to this important question."," RAYYAN-INCLUSION: {""Alfredo""=>true}"
Chiba2002179,Ecological diversity and speciation in land snails of the genus Mandarina from the Bonin Islands,2002,1,1,Population Ecology,1438-3896,44,,179-187,"Chiba, S.",10.1007/s101440200021,,,,"Endemic land snails of the genus Mandarina of the oceanic Bonin Islands offer an example of habitat and character divergence among closely related species. The molecular phylogenies of Mandarina show that a divergence of arboreal, semiarboreal, and ground-dwelling species has occurred repeatedly in different times, areas, and lineages. Ecological diversification is suggested to be important for the coexistence of Mandarina species based on the facts that sympatric species are typically highly differentiated ecologically and morphologically, and that species occupying similar habitats do not coexist. The ecological diversification of Mandarina has occurred without much genetic divergence compared with that of its mainland relatives. This suggests that morphological and ecological diversifications are accelerated in depauperate environments where there are fewer competitors and predators. Although the details of the reproductive isolation mechanisms are not understood and further examination is needed, the rapid evolution of prezygotic isolation is the main cause of speciation in Mandarina. In particular, ecological diversification may be an effective barrier to gene exchange between two species. Because of incomplete post-mating isolation and the lower genetic divergence among species of Mandarina, breakdowns of reproductive isolation have frequently occurred as a result of habitat change. It is important to estimate the effect of hybridization on species diversification in future studies."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Chivenge20111,Does the combined application of organic and mineral nutrient sources influence maize productivity? A meta-analysis,2011,1,1,Plant and Soil,0032-079X,342,,Jan-30,"Chivenge, P. and Vanlauwe, B. and Six, J.",10.1007/s11104-010-0626-5,,,,"The combined application of organic resources (ORs) and mineral fertilizers is increasingly gaining recognition as a viable approach to address soil fertility decline in sub-Saharan Africa (SSA). We conducted a meta-analysis to provide a comprehensive and quantitative synthesis of conditions under which ORs, N fertilizers, and combined ORs with N fertilizers positively or negatively influence Zea mays (maize) yields, agronomic N use efficiency and soil organic C (SOC) in SSA. Four OR quality classes were assessed; classes I (high quality) and II (intermediate quality) had >2.5% N while classes III (intermediate quality) and IV (low quality) had <2.5% N and classes I and III had <4% polyphenol and <15% lignin. On the average, yield responses over the control were 60%, 84% and 114% following the addition of ORs, N fertilizers and ORs + N fertilizers, respectively. There was a general increase in yield responses with increasing OR quality and OR-N quantity, both when ORs were added alone or with N fertilizers. Surprisingly, greater OR residual effects were observed with high quality ORs and declined with decreasing OR quality. The greater yield responses with ORs + N fertilizers than either resource alone were mostly due to extra N added and not improved N utilization efficiency because negative interactive effects were, most often, observed when combining ORs with N fertilizers. Additionally, their agronomic N use efficiency was not different from sole added ORs but lower than N fertilizers added alone. Nevertheless, positive interactive effects were observed in sandy soils with low quality ORs whereas agronomic use efficiency was greater when smaller quantities of N were added in all soils. Compared to sole added ORs, yield responses for the combined treatment increased with decreasing OR quality and greater yield increases were observed in sandy (68%) than clayey soils (25%). While ORs and ORs + N fertilizer additions increased SOC by at least 12% compared to the control, N fertilizer additions were not different from control suggesting that ORs are needed to increase SOC. Thus, the addition of ORs will likely improve nutrient storage while crop yields are increased and more so for high quality ORs. Furthermore, interactive effects are seldom occurring, but agronomic N use efficiency of ORs + N fertilizers were greater with low quantities of N added, offering potential for increasing crop productivity.  The Author(s) 2010."," RAYYAN-INCLUSION: {""Alfredo""=>true}"
Cipollini200428,Stretching the limits of plasticity: Can a plant defend against both competitors and herbivores?,2004,1,1,Ecology,0012-9658,85,,28-37,"Cipollini, D.",10.1890/02-0615,,,,"Plants exhibit numerous adaptive responses to competitors and herbivores mediated by hormones, including induction of the shade avoidance syndrome in response to neighbor shade, and induction of chemical defenses in response to herbivore damage. Although largely studied in isolation, interactions between plastic responses to competitors and herbivores can occur and may be mediated by external and internal resource availability, direct interactions between hormones controlling plastic responses, or other pleiotropic effects. Such interactions may have positive or negative consequences for plant fitness and could serve as an important ecological and evolutionary constraint on the expression of these responses. In this article, I illustrate the potential for plastic responses in plants to physiologically interact, with particular reference to Arabidopsis thaliana. I also suggest avenues for future study utilizing characterized plant material, tools to manipulate the expression of plastic responses, and ways to monitor physiological and ecological consequences that are available using this and other plant species."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Cook.Patton2011527,Relatedness predicts phenotypic plasticity in plants better than weediness,2011,1,1,Evolutionary Ecology Research,,13,,527-542,"Cook-Patton, S.C. and Agrawal, A.A.",NA,,,,"Background: Weedy non-native species have long been predicted to be more phenotypically plastic than native species. Question: Are weedy non-native species more plastic than natives? Organisms: Fourteen perennial plant species: Acer platanoides, Acer saccharum, Bromus inermis, Bromus latiglumis, Celastrus orbiculatus, Celastrus scandens, Elymus repens, Elymus trachycaulus, Plantago major, Plantago rugelii, Rosa multiflora, Rosa palustris, Solanum dulcamara, and Solanum carolinense. Field site: Mesic old-field in Dryden, NY (4227'49''N, 7626'40''W). Methods: We grew seven pairs of native and non-native plant congeners in the field and tested their responses to reduced competition and the addition of fertilizer. We measured the plasticity of six traits related to growth and leaf palatability (total length, leaf dry mass, maximum relative growth rate, leaf toughness, trichome density, and specific leaf area). Conclusions: Weedy non-native species did not differ consistently from natives in their phenotypic plasticity. Instead, relatedness was a better predictor of plasticity.  2011."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Cook2002214,Periodical cicada (Magicicada cassini) oviposition damage: Visually impressive yet dynamically irrelevant,2002,1,1,American Midland Naturalist,0003-0031,147,,214-224,"Cook, W.M. and Holt, R.D.",10.1674/0003-0031(2002)147[0214:PCMCOD]2.0.CO;2,,,,"Selective herbivory by animals can have significant effects on the succession of a plant community. Damage resulting from major insect outbreaks has been shown to alter species dominance and competitive balance of woody plants in temperate North America. In this study we examine the effects over three seasons of a visually striking herbivory event: periodical cicada (Magicicada cassini) oviposition into an early successional tree community in the prairie-forest ecotone in eastern Kansas. Oviposition damage during cicada emergence in 1998 was large in overall magnitude, highly variable in space and varied by host tree species. From 1998-2000 we monitored four measures of tree growth on individuals of each tree species on the study site, and infructescence production on the dominant species (rough leaved dogwood, Cornus drummondii). Cicada damage in 1998 was regressed against each measure of tree performance in following years. Only a few statistically significant results were found. Overall, we concluded that the widespread oviposition damage from periodical cicadas did not have any important effects on successional dynamics of the host plants, suggesting that the trees appeared to compensate sufficiently for physiological damage during the emergence. We suggest that documenting the absence of substantial impacts from episodes of herbivory is useful in gauging the general significance of herbivory in succession."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Crain20081304,Interactive and cumulative effects of multiple human stressors in marine systems,2008,1,1,Ecology Letters,"1461-023X, 1461-023X",11,,1304-1315,"Crain, C.M. and Kroeker, K. and Halpern, B.S.",10.1111/j.1461-0248.2008.01253.x,,,,"Humans impact natural systems in a multitude of ways, yet the cumulative effect of multiple stressors on ecological communities remains largely unknown. Here we synthesized 171 studies that manipulated two or more stressors in marine and coastal systems and found that cumulative effects in individual studies were additive (26%), synergistic (36%), and antagonistic (38%). The overall interaction effect across all studies was synergistic, but interaction type varied by response level (community: antagonistic, population: synergistic), trophic level (autotrophs: antagonistic, heterotrophs: synergistic), and specific stressor pair (seven pairs additive, three pairs each synergistic and antagonistic). Addition of a third stressor changed interaction effects significantly in two-thirds of all cases and doubled the number of synergistic interactions. Given that most studies were performed in laboratories where stressor effects can be carefully isolated, these three-stressor results suggest that synergies may be quite common in nature where more than two stressors almost always coexist. While significant gaps exist in multiple stressor research, our results suggest an immediate need to account for stressor interactions in ecological studies and conservation planning.  2008 Blackwell Publishing Ltd/CNRS."," RAYYAN-INCLUSION: {""Alfredo""=>true}"
Cross2002251,Intra- and interspecific competition among coexisting lotic snails,2002,1,1,Oikos,0030-1299,96,,251-264,"Cross, W.F. and Benke, A.C.",10.1034/j.1600-0706.2002.960207.x,,,,"The competitive interactions of two lotic snails, Elimia cahawbensis and Elimia carinifera, were examined in a second-order spring-fed stream. We first demonstrated food limitation in laboratory microcosms where snails grew faster when exposed to enhanced periphyton levels. We then tested the magnitude and relative strengths of intra- and interspecific competition in similar stream and laboratory mesocosm experiments. Treatments were maintained in Plexiglas enclosures over a 7-week period with 0, 1 , 2  and 4  ambient biomass of each species alone, as well as mixed species treatments at 2  and 4  ambient. Snail responses to treatments were almost identical in field and laboratory experiments. Growth rates of both species were reduced by increased density of snails indicating strong intra- and interspecific competition among E. cahawbensis and E. carinifera. An analysis of the strengths of intra- and interspecific competition indicated minimal differences for either species, implying a lack of Competitive dominance. Although periphyton biomass was generally highest without snails, there was little difference in periphyton biomass and snail production over the four-fold density range, regardless of species composition. These results suggest that E. cahawbensis and E. carinifera are functionally redundant with density-dependent responses in growth rate resulting in similar grazing pressure across a density gradient. This clearly demonstrates that species impact is not necessarily reflected by measures of abundance or biomass, and that secondary production should be considered."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Cudlin2007406,Fine roots and ectomycorrhizas as indicators of environmental change,2007,1,1,Plant Biosystems,1126-3504,141,,406-425,"Cudlin, P. and Kieliszewska-Rokicka, B. and Rudawska, M. and Grebenc, T. and Alberton, O. and Lehto, T. and Bakker, M.R. and Brja, I. and Konpka, B. and Leski, T. and Kraigher, H. and Kuyper, T.W.",10.1080/11263500701626028,,,,"Human-induced and natural stress factors can affect fine roots and ectomycorrhizas. Therefore they have potential utility as indicators of environmental change. We evaluated, through meta-analysis, the magnitude of the effects of acidic deposition, nitrogen deposition, increased ozone levels, elevated atmospheric carbon dioxide, and drought on fine roots and ectomycorrhizal (ECM) characteristics. Ectomycorrhizal colonization was an unsuitable parameter for environmental change, but fine root length and biomass could be useful. Acidic deposition had a significantly negative impact on fine roots, root length being more sensitive than root biomass. There were no significant effects of nitrogen deposition or elevated tropospheric ozone on the quantitative root parameters. Elevated CO2 had a significant positive effect. Drought had a significantly negative effect on fine root biomass. The negative effect of acidic deposition and the positive effect of elevated CO2 increased over time, indicating that effects were persistent contrary the other factors. The meta-analysis also showed that experimental conditions, including both laboratory and field experiments, were a major source of variation. In addition to quantitative changes, environmental changes affect the species composition of the ectomycorrhizal fungal community.  2007 Societ Botanica Italiana."," RAYYAN-INCLUSION: {""Alfredo""=>true}"
Dalkvist2011,How predation and landscape fragmentation affect vole population dynamics,2011,1,1,PLoS ONE,,6,,NA,"Dalkvist, T. and Sibly, R.M. and Topping, C.J.",10.1371/journal.pone.0022834,,,,"Background: Microtine species in Fennoscandia display a distinct north-south gradient from regular cycles to stable populations. The gradient has often been attributed to changes in the interactions between microtines and their predators. Although the spatial structure of the environment is known to influence predator-prey dynamics of a wide range of species, it has scarcely been considered in relation to the Fennoscandian gradient. Furthermore, the length of microtine breeding season also displays a north-south gradient. However, little consideration has been given to its role in shaping or generating population cycles. Because these factors covary along the gradient it is difficult to distinguish their effects experimentally in the field. The distinction is here attempted using realistic agent-based modelling. Methodology/Principal Findings: By using a spatially explicit computer simulation model based on behavioural and ecological data from the field vole (Microtus agrestis), we generated a number of repeated time series of vole densities whose mean population size and amplitude were measured. Subsequently, these time series were subjected to statistical autoregressive modelling, to investigate the effects on vole population dynamics of making predators more specialised, of altering the breeding season, and increasing the level of habitat fragmentation. We found that fragmentation as well as the presence of specialist predators are necessary for the occurrence of population cycles. Habitat fragmentation and predator assembly jointly determined cycle length and amplitude. Length of vole breeding season had little impact on the oscillations. Significance: There is good agreement between our results and the experimental work from Fennoscandia, but our results allow distinction of causation that is hard to unravel in field experiments. We hope our results will help understand the reasons for cycle gradients observed in other areas. Our results clearly demonstrate the importance of landscape fragmentation for population cycling and we recommend that the degree of fragmentation be more fully considered in future analyses of vole dynamics.  2011 Dalkvist et al."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Damgaard200583,Herbivory and plant community dynamics: Competitive interactions between an insect-resistant and an insect-susceptible Arabidopsis thaliana genotype,2005,1,1,Journal of Plant Interactions,17429153,1,,83-91,"Damgaard, C. and Borksted, B. and Kjr, C.",10.1080/17429140500364527,,,,"Resistance towards herbivory is expected to influence the competitive ability and ecological success of the resistant plant, but it is unclear how this general knowledge should be incorporated into long-term ecological predictions of plant community dynamics. In order to answer such questions, the long-term ecological effects of density, competition, herbivory and their compound interactions were investigated in a model system of a transgenic herbivore-resistant Arabidopsis thaliana genotype and the isogenic herbivore-sensitive A. thaliana genotype. It was concluded that herbivory had a significant effect on the fecundity of the susceptible genotype at high plant density. The most likely long-term scenario was that the susceptible genotype outcompeted the resistant genotype. But it was also shown that herbivory could down-regulate the equilibrium density of the susceptible genotype and, when the two genotypes were coexisting, up-regulate the equilibrium density of the resistant genotype.  2005 Taylor & Francis."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Damgaard20091073,"Competitive interactions and the effect of herbivory on Bt-Brassica napus, Brassica rapa and Lolium perenne",2009,1,1,Journal of Applied Ecology,0021-8901,46,,1073-1079,"Damgaard, C. and Kjr, C.",10.1111/j.1365-2664.2009.01689.x,,,,"The probability of a transgenic crop establishing a feral population outside cultivated areas and possibly outcompeting naturally occurring species needs to be assessed to make an ecological risk assessment of the transgenic crop. The interaction between herbivory and competition is thought to determine the ecological success of insect-resistant plants, and this interaction was investigated in a competition experiment with transgenic insect-resistant Bt-Brassica napus, Brassica rapa, Lolium perenne, and herbivory from the large white butterfly Pieris brassicae. As expected, herbivory had a negative effect on the biomass of B. rapa at high plant densities. The competitive ability of L. perenne, when growing with B. rapa, increased significantly with the level of herbivory on B. rapa. To predict the effect of herbivory in a natural ecosystem, plant competition between the two annual Brassica species was analysed in a population ecological model. It was concluded that it is probable that transgenic Bt-B. napus plants may invade a natural habitat if herbivory is sufficiently high and the habitat is suitable for B. napus. Synthesis and applications. The results indicate that it is important to study the interaction between herbivory and competition when assessing the ecological risk of insect-resistant genetically modified crops. Furthermore, combining ecological data from manipulated experiments with population ecological modelling is a fruitful approach when conducting environmental risk assessments.  2009 British Ecological Society."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Davenport2016639,The interactive effects of fish predation and conspecific density on survival and growth of tadpoles of rana sylvatica in a subarctic wetland,2016,1,1,Copeia,0045-8511,104,,639-644,"Davenport, J.M. and Seiwert, P.A. and Fishback, L. and Cash, W.B.",10.1643/CE-15-324,,,,"In nature, prey are often simultaneously exposed to predators and competitors, leading to conflicting demands between survival and growth. Larval amphibians are model organisms to investigate the balancing of life history trade-offs because individuals must metamorphose before a wetland dries. Therefore, we deployed enclosures in a natural wetland to investigate the interactive effects of Wood Frog (Rana sylvatica) density (50 or 100 tadpoles) and Brook Stickleback (Culaea inconstans) presence on survival and growth of tadpoles. We hypothesized that the effects of conspecific density on tadpole survival and growth would be dependent on the presence of fish predators. Stickleback predation significantly decreased Wood Frog survival; however, a trend of higher tadpole survival with fish was detected at high conspecific densities. Wood Frog time to and mass at metamorphosis was not significantly affected by either conspecific density or stickleback presence. Our results demonstrate that Brook Sticklebacks can play a significant role in regulating Wood Frog survival in a Subarctic wetland, but the impact is likely dependent on tadpole density. Therefore, this research highlights the dynamic and complex effects of competition and predation in a Subarctic wetland. Our study also contributes to the limited understanding of factors affecting amphibian community structure in Subarctic wetlands."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Debain2005192,Indirect effects of grazing on the establishment of Pinus sylvestris and Pinus nigra seedlings in calcareous grasslands in relation to resource level,2005,1,1,Ecoscience,1195-6860,12,,192-201,"Debain, S. and Curt, T. and Lepart, J.",10.2980/i1195-6860-12-2-192.1,,,,"In many parts of the world, invasions of woody plants into grassland communities have been attributed to an increase in grazing pressure, which is hypothesized to reduce competitive interactions between grasses and woody seedlings. However, few experimental studies have attempted to determine the importance of the effects of grass clipping (= simulated grazing) on biotic interactions between plant species in the field. In this study we tested the hypothesis that the establishment of Pinus sylvestris and Pinus nigra seedlings would vary with grass clipping and also soil nutrient level, owing to changes in the nature and intensity of biotic interactions. For both Pinus species, we found contrasting effects of the herbaceous cover on seedlings according to the life stage and the nutrient level. The net effects of the herbaceous cover on seedling recruitment rate switched from facilitation to competition with soil fertilization. The soil nutrient level also modified the impact of grass clipping on pine seedlings. On fertilized soils, clipping decreased competition intensity and increased the recruitment of pine seedlings. On non-fertilized soils, clipping decreased Pinus sylvestris recruitment but did not affect Pinus nigra recruitment. In the study area, under natural conditions, the herbaceous cover had a net positive effect on seedling recruitment owing to higher emergence. Grass clipping should not favour pine invasion in the absence of fertilization, but moderate grazing could favour the recruitment of Pinus nigra compared to Pinus sylvestris. Although an exotic species, Pinus nigra had a wider range of favourable conditions for recruitment than Pinus sylvestris. The effects of grazing on woody plant invasion are expected to differ strongly according to grazing intensity, the abiotic conditions, and the target species."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
deVillalobos2011953,Pinus halepensis invasion in mountain pampean grassland: Effects of feral horses grazing on seedling establishment,2011,1,1,Environmental Research,0013-9351 DO  - http://dx.doi.org/10.1016/j.envres.2014.05.005,111,,953-959,"de Villalobos, A.E. and Zalba, S.M. and Pelez, D.V.",10.1016/j.envres.2011.03.011,,,,"We evaluated the mechanisms that determine the increasing abundance of Pinus halepensis in mountain pampean grasslands in Argentina that is associated with the continuous presence of feral horses. We hypothesized that direct and indirect effects of feral horse grazing on grassland may affect the establishment of P. halepensis. We conducted a field experiment to evaluate this hypothesis, studying the response of seedling emergence, survival and growth to herbaceous vegetation defoliation and soil disturbance in sites with contrasting grazing histories. We also evaluated the composition and structure of plant communities of each experimental site. Direct effects such as heavily defoliated perennial grasses and indirect effects such as reduced specific and functional richness, diversity and evenness enhanced the emergence, survival and early growth of the seedlings. High bare ground percentage and low grass biomass also positively affected seedling establishment. The experimental evidence demonstrates that the combination of invasional meltdown hypothesis and weakened biotic resistance are the mechanisms involved in P. halepensis invasion.  2011 Elsevier Inc."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Dickersin2010516,"To reform U.S. health care, start with systematic reviews",2010,1,1,Science,0036-8075,329,,516-517,"Dickersin, K.",10.1126/science.1189330,,,,"Before initiating new research, a formal synthesis of currently available knowledge should determine whether it is necessary."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Dormann20024,Climate change in the Arctic: Using plant functional types in a meta-analysis of field experiments,2002,1,1,Functional Ecology,0269-8463,16,,Apr-17,"Dormann, C.F. and Woodin, S.J.",10.1046/j.0269-8463.2001.00596.x,,,,"1. The effects of global climate change are predicted to be strongest in the Arctic. This, as well as the suitability of tundra as a simple model ecosystem, has led to many field experiments investigating consequences of simulated environmental change. 2. On the basis of 36 experiments reviewed here, minor light attenuation by clouds, small changes in precipitation, and increases in UV-B radiation and atmospheric CO2 concentrations will not affect arctic plants in the short term. However, temperature elevation, increases in nutrient availability and major decreases in light availability will cause an immediate plant-growth response and alter nutrient cycling, possibly creating positive feedbacks on plant biomass. The driver of future change in arctic vegetation is likely to be increased nutrient availability, arising for example from temperature-induced increases in mineralization. 3. Arctic plant species differ widely in their response to environmental manipulations. Classification into plant functional types proved largely unsatisfactory for generalization of responses and predictions of effects. 4. Nevertheless, a few generalizations and consistent differences between PFTs were detected. Responses to fertilization were the strongest, particularly in grasses. Shrubs and grasses were most responsive to elevated temperature. 5. Future studies should focus on interactive effects of environmental factors, investigate long-term responses to manipulations, and incorporate interactions with other trophic levels. With respect to plant functional types, a new approach is advocated, which groups species according to their responses to environmental manipulations."," RAYYAN-INCLUSION: {""Alfredo""=>true}"
Ebensperger20121013,"Direct fitness of group living mammals varies with breeding strategy, climate and fitness estimates",2012,1,1,Journal of Animal Ecology,218790,81,,1013-1023,"Ebensperger, L.A. and Rivera, D.S. and Hayes, L.D.",10.1111/j.1365-2656.2012.01973.x,,,,"Understanding how variation in fitness relates to variation in group living remains critical to determine whether this major aspect of social behaviour is currently adaptive. Available evidence in social mammals aimed to examine this issue remains controversial. Studies show positive (i.e. potentially adaptive), neutral or even negative fitness effects of group living. Attempts to explain this variation rely on intrinsic and extrinsic factors to social groups. Thus, relatively more positive fitness effects are predicted in singularly breeding as opposed to plural breeding species. Fitness effects of sociality in turn may depend on ecological conditions (i.e. extrinsic factors) that influence associated benefits and costs. We used meta-analytic tools to review how breeding strategy or ecological conditions influence the effect size associated with direct fitness-sociality relationships reported in the mammalian literature. Additionally, we determined how taxonomic affiliation of species studied, different fitness and sociality measures used, and major climatic conditions of study sites explained any variation in direct fitness effect size. We found group living had modest, yet positive effects on direct fitness. This generally adaptive scenario was contingent not only upon breeding strategy and climate of study sites, but also on fitness measures examined. Thus, positive and significant effects characterized singular as opposed to plural breeding strategies. 6.We found more positive fitness effects on studies conducted in tropical as opposed to temperate or arid climates. More positive and significant effects were noted on studies that relied on group fecundity, male fecundity and offspring survival as measures of fitness. 7.To conclude, direct fitness consequences of mammalian group living are driven by interspecific differences in breeding strategy and climate conditions. Other factors not examined in this study, namely individual variation in direct and indirect fitness benefits and potential interactions between social and ecological conditions, may be important and require further studies.  2012 The Authors. Journal of Animal Ecology  2012 British Ecological Society."," RAYYAN-INCLUSION: {""Alfredo""=>true}"
