key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes
Callejas.Chavero2015,"Soil microarthropods and their relationship to higher trophic levels in the Pedregal de San Angel Ecological Reserve, Mexico",2015,1,1,Journal of Insect Science,1536-2442,15,,NA,"Callejas-Chavero, A. and Castano-Meneses, G. and Razo-Gonzlez, M. and Prez-Velzquez, D. and Palacios-Vargas, J.G. and Flores-Martnez, A. and Usseglio-Polatera, P.",10.1093/jisesa/iev039,,,,"Soil fauna is essential for ecosystem dynamics as it is involved in biogeochemical processes, promotes nutrient availability, and affects the animal communities associated with plants. In this study, we examine the possible relationship between the soil micro-arthropod community on foliage production and quality of the shrub Pittocaulon praecox. We also examine the arthropods associated to its foliage, particularly the size of the main herbivores and of their natural enemies, at two sites with contrasting vegetation cover and productivity. The diversity of soil microarthropods was assessed from soil samples collected monthly under P. praecox individuals over 13 mo. Specimens collected were identified to species or morphospecies. Shrub foliage productivity was evaluated through the amount of litter produced. Resource quality was assessed by the mean content (percentage by weight) of N, C, S, and P of 30 leaves from each shrub. The mean size of herbivores and their natural enemies were determined by measuring 20 adult specimens of each of the most abundant species. We found a higher species richness of soil microarthropods and foliar arthropods in the open site, although the diversity of foliage arthropods was lower in the closed site. Shrubs growing in the closed site tend to produce more, larger, and nutritionally poorer (lower nitrogen content) leaves than open site. Herbivores and their natural enemies were also larger in the closed site. We found a significant positive relationship between the diversity and species richness of foliar arthropods and the nitrogen content of leaves. In general, species richness and diversity of both the foliar and soil fauna, as well as the size of organisms belonging to higher trophic levels, were affected by vegetation cover and primary productivity at each site. These findings highlight the need to simultaneously consider at least four trophic levels (soil organisms, plants, herbivores, and natural enemies) to better understand the functioning of these systems and their responses to environmental changes.  The Author 2015."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Campanella200950,Interaction effects of two biological control organisms on resistant and susceptible weed biotypes of Chondrilla juncea in western North America,2009,1,1,Biological Control,1049-9644 DO  - http://dx.doi.org/10.1006/bcon.1997.0543,50,,50-59,"Campanella, D.M. and McEvoy, P.B. and Mundt, C.C.",10.1016/j.biocontrol.2009.01.005,,,,"Interactions between natural enemy species may modify their net effect on host plants, but little research has been done to examine how plant resistance influences species interactions in biological weed control. We performed common garden experiments with clonal accessions of Chondrilla juncea to compare a rust-susceptible weed biotype with a rust-resistant biotype, both of which are invasive in western North America. Inoculations with two biological control organisms, a rust fungus pathogen (Puccinia chondrillina) and an eriophyid gall mite (Eriophyes chondrillae), were applied separately and in combination to test if plant performance is modified by antagonistic or facilitative species interactions. We found no significant rust  mite interaction effects for several plant traits (shoot length, shoot dry biomass, fecundity, rosette growth, and rosette senescence), and therefore the two natural enemies appear to have independent and complementary effects on plant performance. As expected, genetic resistance of weed biotypes modified the effects of rust disease on shoots and rosettes, although not for plant fecundity. We found no significant biotype  mite effects on plant performance traits. However, rust inoculation reduced the total dry biomass of mite galls in the rust-susceptible biotype by indirect competition due to decreased growth of diseased shoots, but not in the rust-resistant biotype. Our results indicate that rust disease may have the potential to modify mite gall epidemiology and relative plant performance in mixed populations of resistant and susceptible C. juncea biotypes, though at present the geographic distributions of these North American biotypes are mainly separate.  2009 Elsevier Inc. All rights reserved."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Cariveau20141951,Direct effects of a biocontrol agent are greater than indirect effects through flower visitors for the alien plant Dalmatian toadflax (Linaria dalmatica: Scrophulariaceae),2014,1,1,Biological Invasions,,16,,1951-1960,"Cariveau, D.P. and Norton, A.P.",10.1007/s10530-013-0638-1,,,,"Herbivory and pollination are important determinants of female reproductive success in flowering plants. Plants must interact with herbivores and flower visitors simultaneously and interaction with one may alter the outcome of the interaction with the other. These indirect effects can have dramatic impacts on plant fitness. The purpose of this study was to examine whether the stem-boring weevil Mecinus janthiniformis (Curculionidae: Coleoptera) affects flower visitation rate and seed set of the exotic plant Dalmatian toadflax (Linaria dalmatica (L.) Mill. Scrophulariaceae). We compared the flower production, flower morphology, visitation rate, fruit production, and pollen limitation on Dalmatian toadflax plants with and without larval feeding by M. janthiniformis. Feeding by M. janthiniformis reduced the number of flowers and per plant visitation rate, and there was a significant interaction between herbivory and flower number suggesting that the change in visitation rate was not solely a function of a reduction in flower abundance. Herbivory also had direct negative impacts on the reproductive success of Dalmatian toadflax. Total flower and fruit production decreased by over 30 % in plants attacked by M. janthiniformis. However, plants with M. janthiniformis were not more pollen-limited than those without M. janthiniformis. This suggests that herbivory had primarily direct effects female reproductive success.  2014 Springer Science+Business Media Dordrecht."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Chamberlain20092384,Quantitative synthesis of context dependency in ant-plant protection mutualisms,2009,1,1,Ecology,0012-9658,90,,2384-2392,"Chamberlain, S.A. and Holl, Nathaniel and , J.",10.1890/08-1490.1,,,,"Context dependency, variation in the outcome of species interactions with biotic and abiotic conditions, is increasingly considered ubiquitous among mutualisms. Despite several qualitative reviews of many individual empirical studies, there has been little quantitative synthesis examining the generality of context dependency, or conditions that may promote it. We conducted a meta-analysis of ant-plant protection mutualisms to examine the generality of context-dependent effects of ants on herbivory and plant performance (growth, reproduction). Our results show that ant effects on plants are not generally context dependent, but instead are routinely positive and rarely neutral, as overall effect sizes of ants in reducing herbivory and increasing plant performance were positive and significantly greater than 0. The magnitude of these positive effects did vary, however. Variation in plant performance was not explained by the type of biotic or abiotic factor examined, including plant rewards (extrafloral nectar, food bodies, domatia), ant species richness, plant growth form, or latitude. With the exception of plant growth form, these factors did contribute to the effects of ants in reducing herbivory. Reductions in herbivory were greater for plants with than without domatia, and greatest for plants with both domatia and food bodies. Effect sizes of ants in reducing herbivory decreased, but remained positive, with latitude and ant species richness. Effect sizes in reducing herbivory were greater in tropical vs. temperate systems. Although ant-plant interactions have been pivotal in the study of context dependency of mutualisms, our results, along with other recent meta-analyses, indicate that context dependency may not be a general feature of mutualistic interactions. Rather, ant-plant protection mutualisms appear to be routinely positive for plants, and only occasionally neutral.  2009 by the Ecological society of America."," RAYYAN-INCLUSION: {""Alfredo""=>true}"
Chamberlain201265,How do plants balance multiple mutualists? Correlations among traits for attracting protective bodyguards and pollinators in cotton (Gossypium),2012,1,1,Evolutionary Ecology,0269-7653,26,,65-77,"Chamberlain, S.A. and Rudgers, J.A.",10.1007/s10682-011-9497-3,,,,"Many species, both plants and animals, are simultaneously engaged in interactions with multiple mutualists. However, the extent to which separate traits that attract different mutualist guilds display negative or positive relationships remains largely unstudied. We asked whether correlations exist among extrafloral nectary traits to attract arthropod bodyguards and floral traits to attract pollinator mutualists. For 37 species in the cotton genus (Gossypium), we evaluated correlations among six extrafloral nectary traits and four floral traits in a common greenhouse environment, with and without correction for phylogenetic non-independence. Across Gossypium species, greater investment in extrafloral nectary traits was positively correlated with greater investment in floral traits. Positive correlations remained after accounting for the evolutionary history of the clade. Our results demonstrate that traits to maintain multiple mutualist guilds can be positively correlated across related species and build a more general understanding of the constraints on trait evolution in plants.  2011 Springer Science+Business Media B.V."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-LABELS: comparative analysis | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Chamberlain2013,Proximity to agriculture alters abundance and community composition of wild sunflower mutualists and antagonists,2013,1,1,Ecosphere,2150-8925,4,,NA,"Chamberlain, S.A. and Whitney, K.D. and Rudgers, J.A.",10.1890/ES13-00026.1,,,,"Anthropogenic modifications of the landscape, such as agriculture, are widespread globally and can reduce native biodiversity and homogenize communities by decreasing variation in species composition across sites. Partitioning anthropogenic impacts among species that have positive versus negative effects on plants may improve our ability to forecast the ecological and evolutionary consequences of these alterations in communities. Here, we manipulated the distance of populations of a wild sunflower species (Helianthus annuus texanus) to fields of its domesticated relative (crop sunflowers, H. annuus) and contrasted subsequent shifts in the abundance and community composition of mutualists (pollinators) and antagonists (seed predators, folivores) of H. a. texanus. With some exceptions, populations of H. a. texanus near crop sunflowers supported higher numbers of pollinators than those far from crop sunflowers. In contrast, in the majority of cases, populations of H. a. texanus supported more seed predators when located far from crop sunflowers. Folivore damage to plants was greater far from crop sunflowers, and was never greater near crop sunflowers. Contrary to the prediction that proximity to agriculture homogenizes community composition, we found -diversity of pollinators (species turnover between populations) was greater near crop sunflowers. Our results demonstrate that mutualists and antagonists of a wild plant species respond differently to the proximity of a related crop species, indicating the potential for both altered population dynamics and complex selection pressures on wild species in agricultural landscapes.  2013 Chamberlain et al."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Chamberlain2014881,How context dependent are species interactions?,2014,1,1,Ecology Letters,"1461-023X, 1461-023X",17,,881-890,"Chamberlain, S.A. and Bronstein, J.L. and Rudgers, J.A.",10.1111/ele.12279,,,,"The net effects of interspecific species interactions on individuals and populations vary in both sign (-, 0, +) and magnitude (strong to weak). Interaction outcomes are context-dependent when the sign and/or magnitude change as a function of the biotic or abiotic context. While context dependency appears to be common, its distribution in nature is poorly described. Here, we used meta-analysis to quantify variation in species interaction outcomes (competition, mutualism, or predation) for 247 published articles. Contrary to our expectations, variation in the magnitude of effect sizes did not differ among species interactions, and while mutualism was most likely to change sign across contexts (and predation least likely), mutualism did not strongly differ from competition. Both the magnitude and sign of species interactions varied the most along spatial and abiotic gradients, and least as a function of the presence/absence of a third species. However, the degree of context dependency across these context types was not consistent among mutualism, competition and predation studies. Surprisingly, study location and ecosystem type varied in the degree of context dependency, with laboratory studies showing the highest variation in outcomes. We urge that studying context dependency per se, rather than focusing only on mean outcomes, can provide a general method for describing patterns of variation in nature.  2014."," RAYYAN-INCLUSION: {""Alfredo""=>true}"
Chandrasekaran2014611,A meta-analysis of arbuscular mycorrhizal effects on plants grown under salt stress,2014,1,1,Mycorrhiza,1432-1890,24,,611-625,", Ch and rasekaran, M. and Boughattas, S. and Hu, S. and Oh, S.-H. and Sa, T.",10.1007/s00572-014-0582-7,,,,"Salt stress limits crop yield and sustainable agriculture in most arid and semiarid regions of the world. Arbuscular mycorrhizal fungi (AMF) are considered bio-ameliorators of soil salinity tolerance in plants. In evaluating AMF as significant predictors of mycorrhizal ecology, precise quantifiable changes in plant biomass and nutrient uptake under salt stress are crucial factors. Therefore, the objective of the present study was to analyze the magnitude of the effects of AMF inoculation on growth and nutrient uptake of plants under salt stress through meta-analyses. For this, data were compared in the context of mycorrhizal host plant species, plant family and functional group, herbaceous vs. woody plants, annual vs. perennial plants, and the level of salinity across 43 studies. Results indicate that, under saline conditions, AMF inoculation significantly increased total, shoot, and root biomass as well as phosphorous (P), nitrogen (N), and potassium (K) uptake. Activities of the antioxidant enzymes superoxide dismutase, catalase, peroxidase, and ascorbate peroxidase also increased significantly in mycorrhizal compared to nonmycorrhizal plants growing under salt stress. In addition, sodium (Na) uptake decreased significantly in mycorrhizal plants, while changes in proline accumulation were not significant. Across most subsets of the data analysis, identities of AMF (Glomus fasciculatum) and host plants (Acacia nilotica, herbs, woody and perennial) were found to be essential in understanding plant responses to salinity stress. For the analyzed dataset, it is concluded that under salt stress, mycorrhizal plants have extensive root traits and mycorrhizal morphological traits which help the uptake of more P and K, together with the enhanced production of antioxidant enzymes resulting in salt stress alleviation and increased plant biomass.  2014, Springer-Verlag Berlin Heidelberg."," RAYYAN-INCLUSION: {""Alfredo""=>true}"
Clark2009337,"Inference in incidence, infection, and impact: Co-infection of multiple hosts by multiple pathogens",2009,1,1,Bayesian Analysis,1931-6690,4,,337-366,"Clark, J.S. and Hersh, M.H.",10.1214/09-BA413,,,,"A large literature concerns the epidemiology of single pathogens on single hosts. Yet in some environmental applications, such as fungal pathogens of forest tree seedlings, the "" one host-one pathogen"" paradigm may not be applicable. Multiple potential pathogens are often found in a single individual and/or multiple hosts share the same pathogens. Understanding diversity requires techniques to infer how multiple pathogens might regulate multiple hosts and to predict how impacts might vary with the environment. Here we present a hierarchical framework for the case where there is detection information based on multiple sources (cultures, gene sequencing, and survival observations), and the inference problem includes not only parameters that describe environmental influences on pathogen incidence, infection, and host survival, but also on latent states themselves-pathogen incidence at a site and infection statuses of hosts. Due to the large size of the model space, we develop a reversible jump Markov chain Monte Carlo approach to select models, estimate posterior distributions, and predict environmental influences on host survival. We demonstrate with application to a data set involving fungal pathogens on tree hosts, where data include host survival and fungal detection using cultures and DNA sequencing.  2009 International Society for Bayesian Analysis."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-LABELS: theoretical | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Clarke20151309,Gender inequality in predispersal seed predation contributes to female seed set advantage in a gynodioecious species,2015,1,1,Ecology,0012-9658,96,,1309-1317,"Clarke, G.L. and Brody, A.K. and Mitchell, R.J.",10.1890/14-1513.1,,,,"Most flowering plants are hermaphrodites. However, in gynodioecious species, some members of the population are male-sterile and reproduce only by setting seed, while others gain fitness through both male and female function. How females compensate for the loss of male function remains unresolved for most gynodioecious species. Here, as with many plants, fitness differences may be influenced by interactions with multiple species. However, whether multiple species interactions result in gender-specific fitness differences remains unknown. Using observational data from 2009-2010, we quantified seed set of the two sex morphs of Polemonium foliosissimum and asked how it is affected by pollination, and seed predation from a dipteran predispersal seed predator (Anthomyiidae: Hylemya sp.). We assessed seed production and losses to predation in 27 populations for one year and in six populations for a second year. Females set significantly more seed than did hermaphrodites in both years. Of the fitness components we assessed, including the number of flowers per plant, fruit set, seeds/fruit, and proportion of fruits destroyed by Hylemya, only fruit destruction differed significantly between the sexes. In one year, seeds/fruit and predation had a stronger effect on seed set for hermaphrodites than for females. Because predispersal seed predators do not pollinate flowers, their effects may depend on successful pollination of flowers on which they oviposit. To examine if genders differed in pollen limitation and seed predation and/or their interactive effects, in 2011 we hand-pollinated flowers and removed seed predator eggs in a fully factorial design. Both sexes were pollen limited, but their degree of pollen limitation did not differ. However, predation reduced seed set more for hermaphrodites than for females. We found no significant interaction between hand pollen and seed predation, and no interaction between hand pollination and gender. Our results suggest that while interactions with both pollinators and seed predators affect reproductive success, floral enemies can cause inequality in seed set between genders. The next step is to understand how the seed set advantage affects long-term fitness and persistence of females in gynodioecious populations.  2015 by the Ecological Society of America."," RAYYAN-INCLUSION: {""Alfredo""=>true}"
Clarke2015717,Wise flies: A pre-dispersal seed predator prefers hermaphrodites over females in the gynodioecious Polemonium foliosissimum,2015,1,1,Ecological Entomology,0307-6946,40,,717-724,"Clarke, G.L. and Brody, A.K.",10.1111/een.12242,,,,"1. Oviposition choices can profoundly affect offspring performance. Oviposition decisions of the dipteran pre-dispersal seed predator, Hylemya sp. (Diptera: Anthomyiidae), when choosing among sex morphs of their host-plant-Polemonium foliosissimum Hook-were evaluated. Polemonium foliosissimum is gynodioecious, with female and hermaphrodite sex morphs that differ in flower size. 2. It was asked: Do female flies preferentially oviposit on hermaphrodite plants and, if so, are oviposition choices correlated with flower size? Is larval survivorship higher on hermaphrodite plants and, if so, is larval success correlated with flower size? Can the differences in oviposition and/or larval success be explained by slight differences in flowering phenology between the sexes? 3. Hermaphrodite flowers received 45% more Hylemya eggs than females. Although hermaphrodites had larger petals and sepals than females, egg loads were not correlated with petal or sepal size. Larval survival was 30% greater on hermaphrodites than females and higher on plants with larger sepals. However, the difference in sepal area between genders did not fully explain larval survival differences. Egg numbers declined over weeks, but differences in egg loads between the sex morphs were not attributable to a slight phenological delay of females. Larval survival declined over the season; however, larval survival differences between sex morphs were consistent. 4. Hylemya preferentially oviposited on hermaphrodites where their larvae had a significantly greater survival rate compared with females. The present results add to the knowledge that intra-specific choices have consequences for phytophagous insects and that the relationship between antagonists and their gynodioecious host plants is complex.  2015 The Royal Entomological Society."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Coetzee201755,Effect of phosphorus and nitrogen sources on essential nutrient concentration and uptake by maize (Zea mays L.) during early growth and development,2017,1,1,South African Journal of Plant and Soil,,34,,55-64,"Coetzee, P.-E. and Ceronio, G.M. and du Preez, C.C.",10.1080/02571862.2016.1180714,,,,"In South Africa, maize is often produced on highly weathered soils with low organic matter contents. These soils are unable to supply sufficient nitrogen (N) and phosphorus (P) for sustainable maize production, resulting in the use of fertiliser sources containing either N or P. In some instances, however, the efficiency of these sources may be questioned. In a glasshouse pot experiment, young maize aerial plant material was analysed to evaluate the effect of band-applied N sources, P sources and P application rates on the quantitative nutrient concentration, as well as uptake of several nutrients. With the exception of potassium uptake, all parameters were significantly affected by the main effects only. Nutrient concentration measurements were inconsistent for N sources. However, total uptake proved to be more efficient with the application of limestone ammonium nitrate compared with that of urea. Both nutrient concentration and uptake were greater with the application of the orthophosphate sources monoammonium phosphate and nitrophosphate compared with the polyphosphate source ammonium polyphosphate. The 40 kg P ha1 application enhanced the uptake of N, P, calcium, sulphur and boron. No applications of P lead to increased N, magnesium, copper and zinc concentrations.  2017 Southern African Plant & Soil Sciences Committee."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Collin2010477,Root fungi in wild strawberry: root colonization depends on host inbreeding,2010,1,1,Evolutionary Ecology Research,,12,,477-490,"Collin, C.L. and Ashman, T.-L.",NA,,,,"Question: What is the effect of level of host inbreeding on fungal root colonization? Hypothesis: Selfed plants are poorer hosts than outcrossed ones and should be less intensively colonized. Organism: Hermaphroditic individuals of the self-compatible wild strawberry Fragaria virginiana (Rosaceae). Methods: Selfed and outcrossed progeny were grown at three resource levels. Plants were scored for vegetative size, leaf disease, and root fungi in semi-natural conditions. Results: Hyphal colonization was greater in outcrossed than in selfed plants, but the effect was marginal for vesicular colonization. Neither resource level nor maternal genotype influenced the effect of plant inbreeding on colonization. But fungi associated with plants in high resources produced more vesicles. Inbreeding depression in plant vegetative size was positively correlated with cross differential root colonization.  2010 Carine L. Collin."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Collinge20091,Ecology of fragmented landscapes,2009,1,1,Ecology of Fragmented Landscapes,NA,,,1-341,"Collinge, S.K. and Forman, R.T.T.",NA,,,,"Ask airline passengers what they see as they gaze out the window, and they will describe a fragmented landscape: a patchwork of desert, woodlands, farmlands, and developed neighborhoods. Once-contiguous forests are now subdivided; tallgrass prairies that extended for thousands of miles are now crisscrossed by highways and byways. Whether the result of naturally occurring environmental changes or the product of seemingly unchecked human development, fractured lands significantly impact the planet's biological diversity. In Ecology of Fragmented Landscapes, Sharon K. Collinge defines fragmentation, explains its various causes, and suggests ways that we can put our lands back together. Researchers have been studying the ecological effects of dismantling nature for decades. In this book, Collinge evaluates this body of research, expertly synthesizing all that is known about the ecology of fragmented landscapes. Expanding on the traditional coverage of this topic, Collinge also discusses disease ecology, restoration, conservation, and planning. Not since Richard T. T. Forman's classic Land Mosaics has there been a more comprehensive examination of landscape fragmentation. Ecology of Fragmented Landscapes is critical reading for ecologists, conservation biologists, and students alike.  2009 The Johns Hopkins University Press. All rights reserved."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-LABELS: book | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Day20151557,Temporal dynamics of plant-soil feedback and root-associated fungal communities over 100years of invasion by a non-native plant,2015,1,1,Journal of Ecology,,103,,1557-1569,"Day, N.J. and Dunfield, K.E. and Antunes, P.M.",10.1111/1365-2745.12459,,,,"Pathogens can accumulate on invasive plants over time, which could lead to population declines. The time required for these dynamics to occur is unknown and seldom addressed. Furthermore, no study has assessed plant-soil feedback while characterizing plant pathogen and mutualist root fungal communities in the context of invasion time. We used a plant-soil feedback study and 454 pyrosequencing to investigate pathogen accumulation over 100years on a highly invasive plant in eastern North America that shows localized declines, Vincetoxicum rossicum (Apocynaceae). We collected soil from five sites representing each of four invasion periods of V.rossicum across Ontario, Canada (old, c.100years; intermediate, 50-60years; young, < 12years; and uninvaded), and grew V.rossicum in these soils in a glasshouse study. Our hypothesis was that plants grown in soils invaded for longer periods of time would experience less positive feedbacks compared to those grown in more recently invaded or uninvaded soils. We collected roots of V.rossicum from the invasion periods and performed 454 pyrosequencing targeting fungi. We hypothesized that the abundance and richness of fungi that are known plant pathogens would be higher in roots from older invasions compared to more recent invasions. Contrasting with our hypothesis, V.rossicum experienced overall growth promotion due to soil biota, regardless of invasion period. Vincetoxicum rossicum roots were colonized by a large number of fungal taxa, including many known plant pathogens or mutualistic arbuscular mycorrhizal fungi. However, we found no evidence of pathogen accumulation in older invaded sites in terms of species composition, richness or abundance. Synthesis. Our consistent results in the glasshouse and the field highlight the strength of combining high-throughput sequencing data with plant-soil feedback experiments. We showed that the roots of Vincetoxicum rossicum (Apocynaceae) were colonized by many fungal taxa, but found no evidence for changes in plant growth or accumulation of fungal pathogens with longer invasion time. High pathogen loads may not lead to concurrent declines in invasive plants. Plant invasions, as demonstrated by V.rossicum, may be unpredictable in their ability to accumulate pathogens capable of leading to population declines. We showed that the roots of the non-native invasive plant Vincetoxicum rossicum (Apocynaceae) were colonised by many fungal taxa, but found no evidence for changes in plant growth or accumulation of fungal pathogens with longer invasion time. High pathogen loads may not lead to concurrent declines in invasive plants. Plant invasions, as demonstrated by V.rossicum, may be unpredictable in their ability to accumulate pathogens capable of leading to population declines.  2015 British Ecological Society."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Day2016231,Fungi from a non-native invasive plant increase its growth but have different growth effects on native plants,2016,1,1,Biological Invasions,,18,,231-243,"Day, N.J. and Dunfield, K.E. and Antunes, P.M.",10.1007/s10530-015-1004-2,,,,"Non-native invasive plants can associate with and accumulate microbes in their introduced range, which may transfer to native plants and potentially exert pathogenic effects. In these cases, the invasive plant can act as a pathogen reservoir. However, little is known about this as a possible plant invasion mechanism. We isolated fungi from the roots of 32 Vincetoxicum rossicum (Apocynaceae) plants collected across Ontario, Canada, where it is highly invasive. The growth effects of known pathogenic fungi were tested on V. rossicum and two commonly co-occurring native plants, Asclepias syriaca (Apocynaceae) and Solidago canadensis (Asteraceae). We hypothesised that these fungi would reduce the growth of native plants more than that of V. rossicum. Of the18 fungal taxa isolated from V. rossicum roots, 15 were previously reported as pathogens on other plants and 16 represent new records on this plant. Four of the seven fungi tested on V. rossicum increased its total biomass and/or root-shoot ratio compared to uninoculated controls. When inoculated individually, three of these fungi had neutral growth effects on the native plants. However, when inoculated together, Cadophora sp., Ilyonectria radicicola, and Macrophomina phaseolina reduced the total biomass of S. canadensis. These results support that at least in some cases non-native invaders may benefit from associating with soil microbes that can function as pathogens on native plants. These differential functional outcomes between non-native invasive and native plants may be important for mediating plant community structure and the persistence of invasive plants.  2015, Springer International Publishing Switzerland."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Dickson2010,Herbivore and fungal pathogen exclusion affects the seed production of four common grassland species,2010,1,1,PLoS ONE,,5,,NA,"Dickson, T.L. and Mitchell, C.E.",10.1371/journal.pone.0012022,,,,"Insect herbivores and fungal pathogens can independently affect plant fitness, and may have interactive effects. However, few studies have experimentally quantified the joint effects of insects and fungal pathogens on seed production in nonagricultural populations. We examined the factorial effects of insect herbivore exclusion (via insecticide) and fungal pathogen exclusion (via fungicide) on the population-level seed production of four common graminoid species (Andropogon gerardii, Schizachyrium scoparium, Poa pratensis, and Carex siccata) over two growing seasons in Minnesota, USA. We detected no interactive effects of herbivores and pathogens on seed production. However, the seed production of all four species was affected by either insecticide or fungicide in at least one year of the study. Insecticide consistently doubled the seed production of the historically most common species in the North American tallgrass prairie, A. gerardii (big bluestem). This is the first report of insect removal increasing seed production in this species. Insecticide increased A. gerardii number of seeds per seed head in one year, and mass per seed in both years, suggesting that consumption of flowers and seed embryos contributed to the effect on seed production. One of the primary insect species consuming A. gerardii flowers and seed embryos was likely the Cecidomyiid midge, Contarinia wattsi. Effects on all other plant species varied among years. Herbivores and pathogens likely reduce the dispersal and colonization ability of plants when they reduce seed output. Therefore, impacts on seed production of competitive dominant species may help to explain their relatively poor colonization abilities. Reduced seed output by dominant graminoids may thereby promote coexistence with subdominant species through competition-colonization tradeoffs.  2010 Dickson, Mitchell."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Du2017193,Intraspecific and phylogenetic density-dependent seedling recruitment in a subtropical evergreen forest,2017,1,1,Oecologia,0029-8549,184,,193-203,"Du, Y. and Queenborough, S.A. and Chen, L. and Wang, Y. and Mi, X. and Ma, K. and Comita, L.S.",10.1007/s00442-017-3842-3,,,,"Recent evidence suggests that plant performance can be influenced by the phylogenetic diversity of neighboring plants. However, no study to date has examined the effect of such phylogenetic density dependence on the transition from seed to seedling. Using 6years of data on seedling recruitment and seed rain of 13 species from 130 stations (one 0.5m2 seed trap and three adjacent 1m2 seedling plots) in a subtropical evergreen forest, we asked: (1) Does negative density dependence act across seed to seedling stages? (2) Is there evidence for phylogenetic density dependence during the seed to seedling transition? (3) Does the strength of density dependence vary among years? Generalized linear mixed-effects models were used to model seed to seedling transition as a function of conspecific seed and seedling densities, heterospecific seed and seedling densities, and mean phylogenetic distance of heterospecific seeds and seedling. Conspecific seed density had a significant negative effect on seedling transition rates for 12 of 13 focal species. In contrast, conspecific seedling density had a positive effect for 7 species, suggesting species-specific habitat preferences. Few species were significantly affected by the density or phylogenetic relatedness of heterospecific seeds and seedlings. Only conspecific seed density effects varied among years for most focal species. Overall, our results reveal that conspecific seed and seedling densities play a more important role than the density or relatedness of heterospecific seeds and seedlings during the seed to seedling stage, suggesting that species-specific seed predators, along with habitat preferences, may contribute to diversity maintenance in this forest.  2017, Springer-Verlag Berlin Heidelberg."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Dudenhffer2018230,Beyond biomass: Soil feedbacks are transient over plant life stages and alter fitness,2018,1,1,Journal of Ecology,,106,,230-241,"Dudenhffer, J.-H. and Ebeling, A. and Klein, A.-M. and Wagg, C.",10.1111/1365-2745.12870,,,,"Plants influence associated soil biotic communities that in turn can alter the performance of the subsequently growing plants. Although such plantsoil feedbacks (PSFs) are considered as important drivers of plant community assembly, past PSF studies have mainly addressed plant biomass production. However, plant performance is not only the production of biomass but comprises a sequence of different life stages: from seed germination over vegetative growth up to the production of a viable progeny. Here, we assessed the effects of soil biotic communities that were previously conditioned for 3years by a focal plant species monoculture or species mixtures on key plant life stages from germination and vegetative growth to flowering and the production of viable seeds. We used three common grassland herb species that were grown in a sterile substrate and inoculated with a sterile control soil or with living soils. Living soils were conditioned either by the focal species in monoculture or a four- or eight-species mixture that included the focal species to represent a decrease in the target plants conspecific influence on the soil communities. We show that the effect of soil biota changed from positive at the plants juvenile life stages to neutral or negative at the plants adult life stages and ultimately decreased plant fitness. A higher conspecific influence on the soil communities pronounced the positive effects at the juvenile life stage but also the negative effects at adult life stages. Further, we observed direct soil biotic effects on flower production and plant fitness that were not mediated by adult biomass production. This suggests that soil biotic effects may alter plant resource allocation and even may have transgenerational effects on plant fitness. Synthesis. We conclude that there is no overarching effect of soil biota that remains consistent at all the life stages of a plant. Thus, our results highlight the importance to consider plant life stage and ultimately plant fitness especially when plantsoil interactions are used to explain plant community dynamics.  2017 The Authors. Journal of Ecology  2017 British Ecological Society"," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
