"label","title","author","journal","issn","volume","pages","year","doi","abstract","duplicate_group","n_duplicates"
"Biswas_2014_BiolInva","Context-dependent patterns, determinants and demographic consequences of herbivory in an invasive species","Biswas, S.R. and Kotanen, P.M. and Kambo, D. and Wagner, H.H.","Biological Invasions","13873547","17","165-178","2014","10.1007/s10530-014-0715-0","Non-native invasive plants often lose many of their specialist herbivores in their invaded ranges, but new enemies may be recruited from the local generalist fauna, or from enemies themselves introduced to the same region. As a result, few invaders are free of herbivore damage; however, the incidence of this herbivory and its consequences for plant demography may depend on an array of biotic and abiotic factors. In Alliaria petiolata, a non-native invasive forb in Canada, we quantified the incidence of leaf herbivory, rosette survival and seed production along with conspecific plant density and environmental site conditions in wild populations in mesic forest understory and moist grasslands. We complemented the field survey by a laboratory experiment with Trichoplusia to test whether the palatability of leaf tissue of A. petiolata varies with plant life stage and habitat type. Incidence of herbivory was significantly higher in adults than in rosettes, and significantly higher in grasslands than in forest understory. The palatability experiment confirmed that leaves of adults were more palatable to a generalist herbivore than leaves of rosettes. Path analysis revealed negative plant density-dependent herbivory of adults in forest understory but positive density-dependent herbivory in grasslands. Incidence of herbivory in rosettes was positively associated with soil moisture in grasslands, but not in forest understory. Seed production was significantly positively associated with herbivory in adults and soil moisture, whereas rosette survival was significantly negatively associated with conspecific plant density. We conclude that the patterns, determinants and demographic consequences of herbivory in invasive Alliaria may strongly depend on a plants life stage and plant density and may further be confounded by landscape heterogeneity.  2014, Springer International Publishing Switzerland.",33,2
"Blatt_2008_Bota","Tolerance of Brassica nigra to Pieris brassicae herbivory","Blatt, S.E. and Smallegange, R.C. and Hess, L. and Harvey, J.A. and Dicke, M. and Van Loon, J.J.A.","Botany","19162804","86","641-648","2008","10.1139/B08-040","Black mustard, Brassica nigra (L.) Koch, is a wild annual species found throughout Europe and fed on by larvae of the large cabbage-white butterfly, Pieris brassicae L. We examined the impact of herbivory from P. brassicae, a gregarious herbivore, on B. nigra grown from wild seed collected locally. In greenhouse studies, the response of B. nigra to four herbivore densities in two developmental stages of the plant was quantified by measuring leaf damage, plant height, days to flowering, silique number, and seed production. Pieris brassicae readily attacked B. nigra leaves, although the timing of the attack did not affect seed production; attacked plants produced as many seeds as as nonattacked plants. Plant height was affected when plants were attacked early, but not later, in development, suggesting a connection between their belowground zone of influence and ability to regain biomass. These results demonstrate that at the herbivore densities and timing of damage studied, B. nigra tolerates folivory from Pieris brassicae through compensation.  2008 NRC.",34,1
"Blatt_2008_BOTA","Tolerance of Brassica nigra to Pieris brassicae herbivory","Blatt, S. E. and Smallegange, R. C. and Hess, L. and Harvey, J. A. and Dicke, M. and van Loon, J. J. A.","BOTANY-BOTANIQUE","1916-2790","86","641-648","2008","10.1139/B08-040","Black mustard, Brassica nigra (L.) Koch, is a wild annual species found throughout Europe and fed on by larvae of the large cabbage-white butterfly, Pieris brassicae L. We examined the impact of herbivory from P. brassicae, a gregarious herbivore, on B. nigra grown from wild seed collected locally. In greenhouse studies, the response of B. nigra to four herbivore densities in two developmental stages of the plant was quantified by measuring leaf damage, plant height, days to flowering, silique number, and seed production. Pieris brassicae readily attacked B. nigra leaves, although the timing of the attack did not affect seed production; attacked plants produced as many seeds as as nonattacked plants. Plant height was affected when plants were attacked early, but not later, in development, suggesting a connection between their belowground zone of influence and ability to regain biomass. These results demonstrate that at the herbivore densities and timing of damage studied, B. nigra tolerates folivory from Pieris brassicae through compensation.",35,1
"Boalt_2010_EvolEcol","The association among herbivory tolerance, ploidy level, and herbivory pressure in cardamine pratensis","Boalt, E. and Arvanitis, L. and Lehtil, K. and Ehrln, J.","Evolutionary Ecology","02697653","24","1101-1113","2010","10.1007/s10682-010-9364-7","We tested whether differences in ploidy level and previous exposure to herbivory can affect plant tolerance to herbivory. We conducted a common garden experiment with 12 populations of two ploidy levels of the perennial herb Cardaminepratensis (five populations of tetraploid ssp. pratensis and seven populations of octoploid ssp. paludosa). Earlier studies have shown that attack rates by the main herbivore, the orange tip butterfly Anthocharis cardamines, are lower in populations of octoploids than in populations of tetraploids, and vary among populations. In the common garden experiment, a combination of natural and artificial damage significantly reduced seed and flower production. We measured tolerance based on four plant-performance metrics: survival, growth, seed production and clonal reproduction. For three of these measurements, tolerance of damage did not differ between ploidy levels. For clonal reproduction, the octoploids had a higher tolerance than the tetraploids, although they experience lower herbivore attack rates in natural populations. Populations from sites with high levels of herbivory had higher tolerance, measured by seed production, than populations with low levels of herbivory. We did not detect any significant costs of tolerance. We conclude that high intensity of herbivory has selected for high tolerance measured by seed production in C. pratensis.  2010 Springer Science+Business Media B.V.",36,2
"Borer_2006_Ecol","Asymmetry in community regulation: Effects of predators and productivity","Borer, E.T. and Halpern, B.S. and Seabloom, E.W.","Ecology","00129658","87","2813-2820","2006","10.1890/0012-9658(2006)87[2813:AICREO]2.0.CO;2","Eutrophication and predator additions and extinctions are occurring in ecosystems worldwide. Although theory predicts that both will strongly alter the distribution of biomass in whole communities, empirical evidence has not been consolidated to quantitatively determine whether these theoretical predictions are generally borne out in real ecosystems. Here we analyze data from two types of trophic cascade studies, predator removals in factorial combination with fertilization and observed productivity gradients, to assess the role of top-down and bottom-up forces in structuring multi-trophic communities and compare results from these analyses to those from an extensive database of trophic cascade studies. We find that herbivore biomass declines and plant biomass increases in the presence of predators, regardless of system productivity. In contrast, while plants are increased by fertilization, this effect does not significantly increase herbivores in either the presence or absence of predators. These patterns are consistent among marine, freshwater, and terrestrial ecosystems and are largely independent of study size and duration. Thus, top-down effects of predation are transferred through more trophic levels than are bottom-up effects of eutrophication, showing strong asymmetry in the direction of control of biomass distribution in communities.  2006 by the Ecological Society of America.",37,2
"Borer_2014_Oiko","Multiple nutrients and herbivores interact to govern diversity, productivity, composition, and infection in a successional grassland","Borer, E.T. and Seabloom, E.W. and Mitchell, C.E. and Cronin, J.P.","Oikos","00301299","123","214-224","2014","10.1111/j.1600-0706.2013.00680.x","In spite of increasing awareness that interactions between herbivory and the supply rates of multiple nutrients control biodiversity, ecosystem functions and ecosystem services in ecological communities, few experimental studies have concurrently examined the independent and joint effects of multiple nutrients and mammalian consumers on these responses in natural systems. Here we quantify the independent and interactive effects of multiple concurrent changes to resources and consumers in an invaded annual grassland community in California. In a two-year study using thirty-seven 400-m2 plots, we examine interactions among four nutrient treatments (N, P, K and micronutrients) and a keystone herbivore (pocket gopher Thomomys bottae) on four plant community outcomes: 1) plant diversity, 2) functional group composition, 3) net biomass production, an important ecosystem function, and 4) infection risk by a group of viral pathogens shared by crop and non-crop grasses (barley and cereal yellow dwarf viruses), an important regulating ecosystem service. We found that grassland biodiversity and infection risk were controlled by nutrient identity and supply ratio whereas nutrients interacted strongly with consumers to control grassland composition and net primary productivity. The most important insights arising from this multi-factor experiment are that net biomass production increased with phosphorus or nitrogen supply; however, when gophers were present, nitrogen caused no net effect on biomass production. In addition, infection risk was driven by phosphorus, nitrogen and micronutrient supply. Infection in a sentinel host increased strongly with the addition of micronutrients or phosphorus; however, infection declined with increasing N/P supply ratio, indicating stoichiometric control of infection risk. Finally, in spite of manipulating multiple factors, plant species richness declined with nitrogen, alone. The importance of higher-order interactions demonstrates that a multi-factor approach is critical for effective predictions in a world in which anthropogenic activities are simultaneously changing herbivore abundance and the relative supply of many nutrients.  2013 The Authors.",38,2
"Bork_2017_RAEC..MA","Intermittent Growing Season Defoliation Variably Impacts Accumulated Herbage Productivity in Mixed Grass Prairie","Bork, E. W. and Broadbent, T. S. and Wilims, W. D.","RANGELAND ECOLOGY \& MANAGEMENT","1550-7424","70","307-315","2017","10.1016/j.rama.2016.10.007","To evaluate mechanisms by which defoliation alters grassland productivity, we examined mixed grass prairie herbage yields under recurring treatments that included hand-clipping of plots over five growing seasons at high intensity and low frequency (HILF), low intensity and high frequency (UHF), high intensity and high frequency (HIHF), or the end of the growing season (deferred control), combined with water treatments of ambient rainfall or water addition. The study was repeated in a drier upland and mesic lowland range site. Yield was assessed as annual accumulated herbage production and, for HILF and control treatments in 2012 (year 3), evaluated separately for forbs and major graminoids. Temporal changes in the proportional yield during the growing season were also examined for the HILF and HIHF treatments. Moisture addition increased accumulated herbage, especially in the upland, and exacerbated differences among defoliation effects in select years. Productivity was greatest in the deferred controls, suggesting no treatment led to overcompensation, even with moisture addition. Among growing season treatments, yields under HILF exceeded that of the HIHF in 6 of 10 different combinations of site and year, particularly early in the study and under high moisture. Observed herbage yields suggest deferred patches of grassland may boost productivity and limit the ability of HILF defoliation to increase production, a pattern magnified by a reduction in Pascopyrum smithii in lowlands before mid-July. Accumulated herbage yield did respond favorably to HILF defoliation in uplands due to increased yields of Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths. Overall, these results suggest that any growing season defoliation reduces yields, although where defoliation is necessary at that time, production may be more likely to be maintained under HILF defoliation. More studies examining long-term growth responses to defoliation that include variation in vegetation types, environmental conditions, and defoliation regime are warranted. (C) 2017 The Society for Range Management. Published by Elsevier Inc. All rights reserved.",39,2
"Borowicz_2013_ACOEJOOFEC","The impact of arbuscular mycorrhizal fungi on plant growth following herbivory: A search for pattern","Borowicz, Victoria A.","ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY","1146-609X","52","1-9","2013","10.1016/j.actao.2013.06.004","Arbuscular mycorrhizal (AM) fungi can facilitate nutrient uptake and increase host plant growth but also place constraints on the host's carbon budget. When plants are stressed by herbivory the net effect of the symbiosis may be altered tolerance. Individual experiments manipulating AM fungi and herbivory have demonstrated increased, decreased, and no effect on tolerance but patterns with respect to plant, herbivore, or fungus characteristics have not emerged. Meta-analysis of published results from factorial experiments was used to describe the size of the effects of herbivory and of AM fungi on host growth when factors such as cause of damage, inoculum, and host characteristics are considered, and to determine whether AM fungi alter the effects of herbivory. Also, the correlation between the effect of AM fungi on tolerance and resistance was tested with data from studies that examined insect performance. Herbivory strongly and consistently reduced shoot and root growth, especially in perennial plants and crops. AM fungi increased shoot growth of perennials but not annuals, and when insects caused damage but not when artificial defoliation was applied. Root growth was consistently greater with AM fungi. The interaction of AM fungi and herbivory, which indicates whether AM fungi alter the effects of herbivory, was variable and never significant overall but homogeneity tests indicated underlying structure. In experiments that used single species inoculum, Glomus intraradices increased, whereas Glomus mosseae reduced, effects of herbivory on shoot growth. Multispecies inocula magnified effects of herbivory on root growth whereas single species inocula ameliorated effects. The impact of AM fungi on resistance to herbivory was positively correlated with the impact on tolerance; however AM fungi reduced both tolerance and resistance in many cases. Review of these results with respect to the types of systems studied suggests directions for future investigation. (C) 2013 Elsevier Masson SAS. All rights reserved.",40,1
"Borowicz_2013_ActaOeco","The impact of arbuscular mycorrhizal fungi on plant growth following herbivory: A search for pattern","Borowicz, V.A.","Acta Oecologica","1146609X","52","1-9","2013","10.1016/j.actao.2013.06.004","Arbuscular mycorrhizal (AM) fungi can facilitate nutrient uptake and increase host plant growth but also place constraints on the host's carbon budget. When plants are stressed by herbivory the net effect of the symbiosis may be altered tolerance. Individual experiments manipulating AM fungi and herbivory have demonstrated increased, decreased, and no effect on tolerance but patterns with respect to plant, herbivore, or fungus characteristics have not emerged. Meta-analysis of published results from factorial experiments was used to describe the size of the effects of herbivory and of AM fungi on host growth when factors such as cause of damage, inoculum, and host characteristics are considered, and to determine whether AM fungi alter the effects of herbivory. Also, the correlation between the effect of AM fungi on tolerance and resistance was tested with data from studies that examined insect performance. Herbivory strongly and consistently reduced shoot and root growth, especially in perennial plants and crops. AM fungi increased shoot growth of perennials but not annuals, and when insects caused damage but not when artificial defoliation was applied. Root growth was consistently greater with AM fungi. The interaction of AM fungi and herbivory, which indicates whether AM fungi alter the effects of herbivory, was variable and never significant overall but homogeneity tests indicated underlying structure. In experiments that used single species inoculum, Glomus intraradices increased, whereas Glomus mosseae reduced, effects of herbivory on shoot growth. Multispecies inocula magnified effects of herbivory on root growth whereas single species inocula ameliorated effects. The impact of AM fungi on resistance to herbivory was positively correlated with the impact on tolerance; however AM fungi reduced both tolerance and resistance in many cases. Review of these results with respect to the types of systems studied suggests directions for future investigation.  2013 Elsevier Masson SAS.",41,1
"Bownes_2013_BiolCont","The role of nutrients in the responses of water hyacinth, Eichhornia crassipes (Pontederiaceae) to herbivory by a grasshopper Cornops aquaticum Brner (Orthoptera: Acrididae)","Bownes, A. and Hill, M.P. and Byrne, M.J.","Biological Control","10499644","67","555-562","2013","10.1016/j.biocontrol.2013.07.022","Environmental nutrient availability can drive and modify both plant responses to herbivory by phytophagous insects and insect feeding patterns which, in insect-weed systems, may ultimately determine whether biological control succeeds or fails. The impacts of insect biological control agents on the invasive aquatic weed, water hyacinth ( Eichhornia crassipes) vary with nutrient levels in the environment. It was therefore considered important to evaluate nutrient-specific responses of E. crassipes to a grasshopper herbivore, Cornops aquaticum, prior to its release in South Africa. Both plant productivity and the response of E. crassipes to herbivory by C. aquaticum were nutrient dependent. Increases in plant biomass and leaf and ramet production were correlated with increases in nutrients in the water and plant biomass accumulation was reduced by herbivory at all three nutrient levels tested (high. = 67%; medium. = 100%; low. = 400%). C. aquaticum nymphs fed E. crassipes leaves with the lowest nitrogen levels produced the highest biomass of frass during their development, indicating compensatory consumption. The results suggest that environmental nutrient availability will influence efficacy of C. aquaticum. They also provide further evidence that E. crassipes problems are exacerbated by an over-abundance of nutrients in aquatic environments, and that biological control would be a highly effective management tool if aquatic systems in South Africa were less polluted. Additionally, the results also show how an understanding of the fundamental responses of E. crassipes and its insect biocontrol agents to their environment can assist in determining specific management strategies or interventions according to prevailing site-specific conditions.  2013 Elsevier Inc.",42,2
"Brathen_2007_ECOS","Induced shift in ecosystem productivity ? Extensive scale effects of abundant large herbivores","Brathen, Kari Anne and Ims, Rolf A. and Yoccoz, Nigel G. and Fauchald, Per and Tveraa, Torkild and Hausner, Vera H.","ECOSYSTEMS","1432-9840","10","773-789","2007","10.1007/s10021-007-9058-3","Abundant large herbivores can strongly alter vegetation composition, shifting the ecosystem into a lasting state of changed productivity. Previous studies of the effects of abundant reindeer on alpine and arctic vegetation have yielded equivocal results, probably due to differing environmental contexts. To overcome context dependency we devised a large-scale survey in the region of Finnmark, northern Norway, possessing some of the most densely stocked reindeer herds in the world. The effects of reindeer abundance on summer pasture vegetation were assessed by employing a quasi-experimental design, including site fertility as a potential modifier of the reindeer-vegetation interaction. The study design comprised ten pairs of neighboring management districts (encompassing 18,003 km(2)), where over the two last decades a high-density district on average had reindeer densities more than twice as high and calf weights consistently lower than the low-density district. The abundance of different plant functional groups, ranging from those having facilitating to retarding effects on ecosystem productivity, were quantified by the point intercept method on plots selected according to a hierarchical, stratified random sampling design. Species with strong retarding effects on ecosystem productivity (for example, ericoids) were by far the most abundant. However, we found no consistent effects of reindeer density on their abundance. The most consistent differences between high- and low-density districts were found in plant functional groups with facilitating to neutral effects on ecosystem productivity. In particular, the abundance of N-facilitators, large dicotyledons and grasses were substantially reduced in the high-density districts. However, this reduction was restricted to fertile sites. Thus, reindeer when present at high densities have homogenized the biomass of palatable plants across environmental productivity gradients according to predictions from exploitation ecosystem models. Such reduction of plants with facilitating to neutral effects on ecosystem productivity indicates a reduced state of ecosystem productivity in high-density districts.",43,2
"Brody_2012_Oiko","When resources don't rescue: Flowering phenology and species interactions affect compensation to herbivory in Ipomopsis aggregata","Brody, A.K. and Irwin, R.E.","Oikos","00301299","121","1424-1434","2012","10.1111/j.1600-0706.2012.20458.x","The ability of plants to tolerate, or compensate for, herbivore damage is highly variable and has been the subject of much research. Although many plants can compensate for herbivore damage, and some even overcompensate, we cannot yet generalize about the conditions that promote a positive response to damage. Here, we asked how abiotic resources (i.e. plant nutrient status) coupled with biotic interactions - i.e. subsequent interactions with pollinators, seed predators and nectar robbing bumble bees - affect the compensatory ability of Ipomopsis aggregata, a monocarpic herb that has been the subject of much previous debate. We hypothesized that compensation to herbivore damage in I. aggregata (Polemoniaceae) would depend first on plants having an ample supply of resources and, second, on the outcome of subsequent interactions with mutualist pollinators and enemy pre-dispersal seed predators and nectar robbing bumble bees. We used a fully-factorial experiment in which plants were watered, fertilized or left as unmanipulated controls, crossed with clipping to simulate herbivore damage to the apical meristem. Resource addition enhanced both male and female components of fitness, but resource enhancement did not provide the means for plants to fully compensate for simulated herbivory. Clipped plants produced significantly more inflorescences, but at the expense of a delay in flowering and fewer total flowers. Clipping significantly reduced losses to dipteran pre-dispersal seed predators by delaying flowering time, but early flowering plants produced higher numbers of seeds despite incurring higher rates of predation. Clipped plants incurred a higher risk to nectar robbers in one of two years. Overall, clipped plants suffered severe reductions (a nearly 50% reduction in total seed set) in female success, but clipping combined with nutrient addition enhanced male function through increases in per-flower pollen production. However, because clipped plants produced significantly fewer flowers than unclipped plants, whole-plant pollen production was significantly reduced by clipping. Pollinator visitation and nectar robbing were variable between clipping treatments and between years and (nectar robbing) among sites. Our results demonstrate that the variability in plant response to herbivory can, at least in part, be driven by plant interactions with mutualists and enemies. Thus, accounting for such interactions and their variability is important to fully understanding plant compensation for herbivore damage and will likely go far to explain variation in plant response that appears to be independent of resources.  2012 The Authors.",44,2
"Burghardt_2016_FuncEcol","Nutrient supply alters goldenrod's induced response to herbivory","Burghardt, K.T.","Functional Ecology","02698463","30","1769-1778","2016","10.1111/1365-2435.12681","Recent interest in using trait-based approaches to understand and predict ecosystem processes and evolutionary responses to environmental change highlights the need to understand the relative importance of genetic and environmental sources of intraspecific trait variation within local populations of dominant species. Here, I combine plant defence theory with functional approaches to quantify genetic trait variation and phenotypic trait plasticity of nine goldenrod (Solidago altissima) genotypes derived from a local field population in Connecticut, USA, to herbivory along a nutrient supply gradient. I found that increasing nutrient supply changed the dominant plant defence strategy from tolerance to induced resistance. Induced resistance was detected through decreased herbivore growth rates and a behavioural feeding shift of grasshoppers to older leaf tissue. This could not be fully accounted for through stoichiometric changes in leaf tissue quality. A multidimensional phenotype approach revealed that abiotic and biotic environments (nutrients and herbivory) accounted for almost as much whole-plant trait variation (31%) as did plant genotype (36%). Increasing nutrient supply and herbivory resulted in independent and differential effects on whole-plant trait expression. Increasing both treatments concurrently produced a unique plant phenotype with increased leaf carbon content and allocation to asexual reproduction (EE). Notably, individual genotypes exhibited different magnitudes of multivariate trait plasticity to nutrient and herbivory gradients. However, the population of genotypes as a whole within a given environment expressed an approximately equal magnitude of trait variation across both permissive (high nutrient, no herbivory) and stressful (low nutrient, high herbivory) environments. Quantifying plasticity in defensive strategy in concert with correlated whole-plant trait expression changes across multiple abiotic and biotic factors may be key to providing a mechanistic understanding of how heterogeneous landscapes impact community interactions and ecosystem processes. A lay summary is available for this article.  2016 The Author. Functional Ecology  2016 British Ecological Society",45,2
"Camargo_2015_AoBPLA","Ecotypic variation in growth responses to simulated herbivory: Trade-off between maximum relative growth rate and tolerance to defoliation in an annual plant","Camargo, I.D. and Tapia-Lpez, R. and Nez-Farfn, J.","AoB PLANTS","20412851","7",NA,"2015","10.1093/aobpla/plv015","It has been hypothesized that slow-growing plants are more likely to maximize above-ground biomass and fitness when defoliated by herbivores than those with an already high relative growth rate (RGR). Some populations of the annual herb Datura stramonium L. can tolerate foliar damage better than others. The physiological basis of this difference is examined here in a comparative study of two ecotypes that differ in tolerance andmaximum growth rate, using a growth analytical approach. One hundred and fifty-four plants of each ecotype grown under controlled conditions were suddenly defoliated (35 % of total leaf area removed) and a similar sample size of plants remained undefoliated (control). Ontogenetic plastic changes in RGR and its growth components [net assimilation rate (NAR), specific leaf area and leaf weight ratio (LWR)] after defoliation were measured to determine whether these plastic changes maximize plant growth and fitness. Different ontogenetic phases of the response were discerned and increased RGR of defoliated plants was detected at the end of the experimental period, but brought about by a different growth component (NAR or LWR) in each ecotype. These changes in RGR are putatively related to increases in fitness in defoliated environments. At the intra-specific scale, data showed a trade-off between the ability to grow under benign environmental conditions and the ability to tolerate resource limitation due to defoliation.  The Authors 2014.",46,2
"Canavan_2014_AfJoofAqSc","Effect of water trophic level on the impact of the water hyacinth moth Niphograpta albiguttalis on Eichhornia crassipes","Canavan, K. and Coetzee, J.A. and Hill, M.P. and Paterson, I.D.","African Journal of Aquatic Science","16085914","39","203-208","2014","10.2989/16085914.2014.893225","Eutrophication contributes to the proliferation of alien invasive weed species such as water hyacinth Eichhornia crassipes. Although the South American moth Niphograpta albiguttalis was released in South Africa in 1990 as a biological control agent against water hyacinth, no post-release evaluations have yet been conducted here. The impact of N. albiguttalis on water hyacinth growth was quantified under low-, medium- and high-nutrient concentrations in a greenhouse experiment. Niphograpta albiguttalis was damaging to water hyacinth in all three nutrient treatments, but significant damage in most plant parameters was found only under high-nutrient treatments. However, E. crassipes plants grown in high-nutrient water were healthier, and presumably had higher fitness, than plants not exposed to herbivory at lower-nutrient levels. Niphograpta albiguttalis is likely to be most damaging to water hyacinth in eutrophic water systems, but the damage will not result in acceptable levels of control because of the plant's high productivity under these conditions. Niphograpta albiguttalis is a suitable agent for controlling water hyacinth infestations in eutrophic water systems, but should be used in combination with other biological control agents and included in an integrated management plan also involving herbicidal control and water quality management.  2014 Copyright  NISC (Pty) Ltd.",47,2
"Canelo_2018_InteZool","Seed loss before seed predation: experimental evidence of the negative effects of leaf feeding insects on acorn production","Canelo, T. and Gaytn, . and Gonzlez-Bornay, G. and Bonal, R.","Integrative Zoology","17494877","13","238-250","2018","10.1111/1749-4877.12292","Insect herbivory decreases plant fitness by constraining plant growth, survival and reproductive output. Most studies on the effects of herbivory in trees rely on correlational inter-individual comparisons and could, thus, be affected by confounding factors linked to both herbivory and plant performance. Using the Mediterranean Holm oak (Quercus ilex) as a study model, we followed an experimental approach in which leaf-feeding insects (mainly Lepidoptera caterpillars) were excluded from some shoots in all study trees. Shoots subjected to herbivore exclusion exhibited lower defoliation rates and produced more acorns than control shoots. Defoliation constrained shoot growth throughout the study period, but had no effect on the number of female flowers produced per shoot. Acorn production was, however, lower in control shoots due to their higher abortion rates, and also to their greater mortality risk during summer drought, as shoots with fewer leaves were less likely to survive. Plant reaction to herbivory inhibits certain physiological pathways involved in plant growth, which, together with the effects of physical damage, reduces the amount and efficiency of the photosynthetic tissue. This increases their vulnerability to environmental stresses, such as water deficit, which limit resource assimilation. Defoliation is likely a key factor affecting oak regeneration, as it may be a significant source of seed loss prior to pre-dispersal acorn predation. Further experimental studies could help to elucidate its effects in contrasting environments. In Mediterranean regions, the harsher droughts predicted by climate change models could worsen the effects of insect herbivory on oak reproductive output.  2017 International Society of Zoological Sciences, Institute of Zoology/Chinese Academy of Sciences and John Wiley & Sons Australia, Ltd",48,2
"Canto_2004_FuncEcol","Variations in leaf production and floral display of Anthurium schlechtendalii (Araceae) in response to herbivory and environment","Canto, A. and Parra-Tabla, V. and Garca-Franco, J.G.","Functional Ecology","02698463","18","692-699","2004","10.1111/j.0269-8463.2004.00886.x","1. The study of the impact of herbivory on plant fitness and its relationship with environmental conditions is essential to an understanding of the ecological and evolutionary routes in different populations of the same plant species. This paper addresses the effects of herbivory and environment on growth (leaf production) and floral display (inflorescence production) in the tropical aroid Anthurium schlechtendalii ssp. schlechtendalii Kunth (Araceae). 2. Defoliation experiments were conducted in three natural A. schlechtendalii populations in Mexico: coastal sand dunes (Telchac); thorny dry forest (Dzemul); and medium-height subhumid forest (Hobonil). Experiments were also conducted under common-garden conditions using plants transplanted from the three populations. 3. Logistic regression models showed that herbivory did not affect growth negatively, but did affect floral display in A. schlechtendalii. The effect on floral display differed as a function of environment, damage intensity and season. When the plants experienced no resource limitation (common garden), herbivory inhibited inflorescence production in the first season (2001) and at the highest damage level (75%). When plants experienced heterogeneous resource conditions (field experiment), inflorescence production was inhibited in the second season (2002) at intermediate damage intensities. 4. Overall, A. schlechtendalii plants maintained growth regardless of damage intensity, but inflorescence production was reduced, indicating a trade-off between growth and floral display due to herbivory. Results also suggested that plants were constrained in their response by the environmental history of their native site.",49,2
"Carrillo_2016_EcolAppl","A native plant competitor mediates the impact of above-and belowground damage on an invasive tree","Carrillo, J. and Siemann, E.","Ecological Applications","19395582","26","2060-2071","2016","10.1002/eap.1359","Plant competition may mediate the impacts of herbivory on invasive plant species through effects on plant growth and defense. This may predictably depend on whether herbivory occurs above or below ground and on relative plant competitive ability. We simulated the potential impact of above-or belowground damage by biocontrol agents on the growth of a woody invader (Chinese tallow tree, Triadica sebifera) through artificial herbivory, with or without competition with a native grass, little bluestem (Schizachyrium scoparium). We measured two defense responses of Triadica through quantifying constitutive and induced extrafloral nectar production and tolerance of above-and belowground damage (root and shoot biomass regrowth). We examined genetic variation in plant growth and defense across native (China) and invasive (United States) Triadica populations. Without competition, aboveground damage had a greater impact than belowground damage on Triadica performance, whereas with competition and above-and belowground damage impacted Triadica similarly. Whole plant tolerance to damage below ground was negatively associated with tolerance to grass competitors indicating tradeoffs in the ability to tolerate herbivory vs. compete. Competition reduced investment in defensive extrafloral nectar (EFN) production. Aboveground damage inhibited rather than induced EFN production while belowground plant damage did not impact aboveground nectar production. We found some support for the evolution of increased competitive ability hypothesis for invasive plants as United States plants were larger than native China plants and were more plastic in their response to biotic stressors than China plants (they altered their root to shoot ratios dependent on herbivory and competition treatments). Our results indicate that habitat type and the presence of competitors may be a larger determinant of herbivory impact than feeding mode and suggest that integrated pest management strategies including competitive dynamics of recipient communities should be incorporated into biological control agent evaluation at earlier stages.  2016 by the Ecological Society of America.",50,2
"Champagne_2012_PLoONE","Tolerance of an Expanding Subarctic Shrub, Betula glandulosa, to Simulated Caribou Browsing","Champagne, E. and Tremblay, J.-P. and Ct, S.D.","PLoS ONE","19326203","7",NA,"2012","10.1371/journal.pone.0051940","Densification of the shrub layer has been reported in many subarctic regions, raising questions about the implication for large herbivores and their resources. Shrubs can tolerate browsing and their level of tolerance could be affected by browsing and soils productivity, eventually modifying resource availability for the caribou. Our objective was to assess the compensatory growth potential of a subarctic shrub, Betula glandulosa Michx., in relation with caribou browsing and nutriment availability for the plants. We used a simulated browsing (0, 25 and 75% of available shoots) and nitrogen-fertilisation (0 and 10 g m-2) experiment to test two main hypotheses linking tolerance to resource availability, the Compensatory Continuum Hypothesis and the Growth Rate Hypothesis as well as the predictions from the Limiting Resource Model. We seek to explicitly integrate the relative browsing pressure in our predictions since the amount of tissues removed could affect the capacity of long-lived plants to compensate. Birches fully compensated for moderate browsing with an overall leaf biomass similar to unbrowsed birches but undercompensated under heavy browsing pressure. The main mechanism explaining compensation appears to be the conversion of short shoots into long shoots. The leaf area increased under heavy browsing pressure but only led to undercompensation. Fertilisation for two consecutive years did not influence the response of birch, thus we conclude that our results support the LRM hypothesis of equal tolerance under both high and low nitrogen availability. Our results highlight that the potential for compensatory growth in dwarf birch is surpassed under heavy browsing pressure independently of the fertilisation regime. In the context of the worldwide decline in caribou herds, the reduction in browsing pressure could act synergistically with global climate change to promote the current shrub expansion reported in subarctic regions.  2012 Champagne et al.",51,2
