"label","title","author","journal","issn","volume","pages","year","doi","abstract","duplicate_group","n_duplicates"
"Nakagawa2017","Meta-evaluation of meta-analysis: Ten appraisal questions for biologists","Nakagawa, S. and Noble, D.W.A. and Senior, A.M. and Lagisz, M.","BMC Biology","17417007","15",NA,"2017","10.1186/s12915-017-0357-7","Meta-analysis is a statistical procedure for analyzing the combined data from different studies, and can be a major source of concise up-to-date information. The overall conclusions of a meta-analysis, however, depend heavily on the quality of the meta-analytic process, and an appropriate evaluation of the quality of meta-analysis (meta-evaluation) can be challenging. We outline ten questions biologists can ask to critically appraise a meta-analysis. These questions could also act as simple and accessible guidelines for the authors of meta-analyses. We focus on meta-analyses using non-human species, which we term 'biological' meta-analysis. Our ten questions are aimed at enabling a biologist to evaluate whether a biological meta-analysis embodies 'mega-enlightenment', a 'mega-mistake', or something in between.  2017 The Author(s).",38,3
"NoAuthor20171","Application of systematic review methods in an overall strategy for evaluating low-dose toxicity from endocrine active chemicals","Committee on Endocrine-Related Low-Dose Toxicity and Board on Environmental Studies and Toxicology and Division on Earth and Life Studies and National Academies of Sciences, Engineering, and Medicine","Application of Systematic Review Methods in an Overall Strategy for Evaluating Low-Dose Toxicity from Endocrine Active Chemicals",NA,NA,"1-404","2017","10.17226/24758","To safeguard public health, the US Environmental Protection Agency (EPA) must keep abreast of new scientific information and emerging technologies so that it can apply them to regulatory decision-making. For decades the agency has dealt with questions about what animal-testing data to use to make predictions about human health hazards, how to perform dose-response extrapolations, how to identify and protect susceptible subpopulations, and how to address uncertainties. As alternatives to traditional toxicity testing have emerged, the agency has been faced with additional questions about how to incorporate data from such tests into its chemical assessments and whether such tests can replace some traditional testing methods. Endocrine active chemicals (EACs) have raised concerns that traditional toxicity-testing protocols might be inadequate to identify all potential hazards to human health because they have the ability to modulate normal hormone function, and small alterations in hormone concentrations, particularly during sensitive life stages, can have lasting and significant effects. To address concerns about potential human health effects from EACs at low doses, this report develops a strategy to evaluate the evidence for such low-dose effects.  2017 by the National Academy of Sciences. All rights reserved.",39,1
"Parachnowitsch2012294","Adapting with the enemy: Local adaptation in plant-herbivore interactions","Parachnowitsch, A.L. and Lajeunesse, M.J.","New Phytologist","0028646X","193","294-296","2012","10.1111/j.1469-8137.2011.04007.x",NA,40,2
"Ponisio2015","Diversification practices reduce organic to conventional yield gap","Ponisio, L.C. and Mgonigle, L.K. and Mace, K.C. and Palomino, J. and Valpine, P.D. and Kremen, C.","Proceedings of the Royal Society B: Biological Sciences","09628452","282",NA,"2015","10.1098/rspb.2014.1396","Agriculture today places great strains on biodiversity, soils, water and the atmosphere, and these strains will be exacerbated if current trends in population growth, meat and energy consumption, and food waste continue. Thus, farming systems that are both highly productive and minimize environmental harms are critically needed. Howorganic agriculture may contribute to world food production has been subject to vigorous debate over the past decade. Here, we revisit this topic comparing organic and conventional yields with a new meta-dataset three times larger than previously used (115 studies containing more than 1000 observations) and a new hierarchical analytical framework that can better account for the heterogeneity and structure in the data. We find organic yields are only 19.2% (3.7%) lower than conventional yields, a smaller yield gap than previous estimates. More importantly, we find entirely different effects of crop types and management practices on the yield gap compared with previous studies. For example, we found no significant differences in yields for leguminous versus non-leguminous crops, perennials versus annuals or developed versus developing countries. Instead, we found the novel result that two agricultural diversification practices, multi-cropping and crop rotations, substantially reduce the yield gap (to 94% and 85%, respectively) when the methods were applied in only organic systems. These promising results, based on robust analysis of a larger meta-dataset, suggest that appropriate investment in agroecological research to improve organic management systems could greatly reduce or eliminate the yield gap for some crops or regions.  2014 The Author(s) Published by the Royal Society. All rights reserved.",41,1
"Robinson20127094","Sex differences in mercury contamination of birds: Testing multiple hypotheses with meta-analysis","Robinson, S.A. and Lajeunesse, M.J. and Forbes, M.R.","Environmental Science and Technology","0013936X","46","7094-7101","2012","10.1021/es204032m","The sex of a bird can, in principle, affect exposure and accumulation of mercury. One conventional explanation for sex differences in mercury burden suggests female birds should have lower concentrations than conspecific males, because breeding females can depurate methylmercury to their eggs. However, sex differences in body burden of mercury among birds are not consistent. We used meta-analysis to synthesize 123 male-female comparisons of mercury burden from 50 studies. For breeding birds, males had higher concentrations of mercury than did females, supporting egg depuration as a mechanism. However, the percentage of female body mass represented by a clutch did not significantly predict the magnitude of the sex difference in mercury contamination, as predicted. Furthermore, whether species were semialtrical or altrical versus semiprecocial or precocial also did not explain sex differences in mercury burden. Foraging guild of a species did explain near significant variation in sex differences in mercury burden where piscivores and invertivores showed significant sex differences, but sex differences were not detected for carnivores, herbivores, insectivores, and omnivores. The magnitude and direction of sexual size dimorphism did not explain variation in sex differences in mercury burden among breeding birds. We reveal targeted research directions on mechanisms for sex differences in mercury and confirm that sex is important to consider for environmental risk assessments based on breeding birds.  2012 American Chemical Society.",42,2
"Rubin2017309","Plant growth promoting rhizobacteria are more effective under drought: a meta-analysis","Rubin, R.L. and van Groenigen, K.J. and Hungate, B.A.","Plant and Soil","0032079X","416","309-323","2017","10.1007/s11104-017-3199-8","Background and aims: Plant growth promoting rhizobacteria (PGPR) have been shown to reduce abiotic stress on plants, but these effects have not been quantitatively synthesized. We evaluated the degree to which plant growth promoting rhizobacteria (PGPR) improve plant performance with and without drought stress. Methods: We used meta-analysis to summarize 52 published articles on the effects of PGPR on root mass, shoot mass and yield under well-watered and drought conditions. We also asked whether fertilization treatments, experimental conditions, inoculum taxonomic complexity, plant functional group, or inoculum delivery method introduce variation in the effect size of PGPR. Results: Across all treatments, plants were highly responsive to PGPR; under well-watered conditions, root mass increased by 35%, shoot mass increased by 28%, and reproductive yield increased by 19%. Under drought conditions, the effect was even higher: root mass increased by 43%, shoot mass increased by 45%, and reproductive yield increased by 40%. The effect of PGPR was significantly larger under drought for shoot mass (p&lt;0.05) and reproductive yield (p&lt;0.05), but not for root mass. PGPR responsiveness also varied according to plant functional group, with C3 grass shoot production responding the least strongly to PGPR. Conclusions: We demonstrate that PGPR are highly effective for improving plant growth, with a greater effect under drought for above ground traits. While previously known for their bio-control abilities, we show that PGPR may also contribute to drought amelioration and water conservation.  2017, Springer International Publishing Switzerland.",43,2
"Salgado2016209","A Theoretical Model of Psychometric Effects of Faking on Assessment Procedures: Empirical findings and implications for personality at work","Salgado, J.F.","International Journal of Selection and Assessment","0965075X","24","209-228","2016","10.1111/ijsa.12142","This article proposes a theoretical model for explaining the psychometric effects of faking on assessment procedures (e.g., biodata, interviews, assessment center, personality inventories, and self-reported measures). The model hypothesizes that faking is a phenomenon of homogenization of scores, consisting of a double mechanism that increases the mean, on one hand, and decreases the standard deviation of distributions of scores, on the other. Subsequently, this affects the covariance, reliability, and validity of assessment procedures negatively. The model predicts that a mean ratio (faking ratio) greater than 1 and a coefficient of homogeneity u smaller than 1 characterizes faking. Meta-analysis was used to test several predictions of the theoretical model in the case of the personality measures. A database of 46 independent studies was created. All the studies used the NEO-PI-R for assessing the Big Five and their facets. The general pattern of data fully supported the model predictions. Implications for personnel assessment and, particularly, for personality assessment are discussed.  2016 John Wiley & Sons Ltd",44,2
"Scheper2013912","Environmental factors driving the effectiveness of European agri-environmental measures in mitigating pollinator loss - a meta-analysis","Scheper, J. and Holzschuh, A. and Kuussaari, M. and Potts, S.G. and Rundlf, M. and Smith, H.G. and Kleijn, D.","Ecology Letters","1461023X","16","912-920","2013","10.1111/ele.12128","In Europe, agri-environmental schemes (AES) have been introduced in response to concerns about farmland biodiversity declines. Yet, as AES have delivered variable results, a better understanding of what determines their success or failure is urgently needed. Focusing on pollinating insects, we quantitatively reviewed how environmental factors affect the effectiveness of AES. Our results suggest that the ecological contrast in floral resources created by schemes drives the response of pollinators to AES but that this response is moderated by landscape context and farmland type, with more positive responses in croplands (vs. grasslands) located in simple (vs. cleared or complex) landscapes. These findings inform us how to promote pollinators and associated pollination services in species-poor landscapes. They do not, however, present viable strategies to mitigate loss of threatened or endangered species. This indicates that the objectives and design of AES should distinguish more clearly between biodiversity conservation and delivery of ecosystem services.  2013 John Wiley & Sons Ltd/CNRS.",45,2
"Senior2015649","An overlooked consequence of dietary mixing: A varied diet reduces interindividual variance in fitness","Senior, A.M. and Nakagawa, S. and Lihoreau, M. and Simpson, S.J. and Raubenheimer, D.","American Naturalist","00030147","186","649-659","2015","10.1086/683182","The determinants of diet breadth are of interest to nutritionists, ecologists, and evolutionary biologists. A recent synthesis addressing this issue found conflicting evidence for the relationship between diet breadth and mean individual fitness. Specifically, it found that while, on average, a mixed diet does increase mean fitness, in some instances, a single food provides equal (or higher) fitness than a mixed diet. Critical to ecological and evolutionary considerations of diet, however, is not only mean fitness but also variance in fitness. We combine contemporary meta-analytic methods with models of nutritional geometry to evaluate how diet affects between-individual variance in fitness within generalist consumers froma range of trophic levels. As predicted by nutritional geometry, we found that between-individual variance in fitness-related traits is higher on single-food than mixed diets. The effect was strong for longevity traits (57% higher) and reproductive traits (37%) and present but weaker for size-related traits (10%). Further, the effect became stronger as the number of available foods increased. The availability ofmultiple foods likely allows individuals with differing nutritional optima to customize intake, each maximizing their own fitness. Importantly, these findings may suggest that selection on traits correlated with nutritional requirements is weak in heterogeneous nutritional environments.  2015 by The University of Chicago.",46,2
"Shuman.Goodier2016758","A meta-analysis synthesizing the effects of pesticides on swim speed and activity of aquatic vertebrates","Shuman-Goodier, M.E. and Propper, C.R.","Science of the Total Environment","00489697","565","758-766","2016","10.1016/j.scitotenv.2016.04.205","Pesticide contaminants are ubiquitous in aquatic environments and pose a threat to biodiversity. Pesticides also have diverse mechanisms of action that make it difficult to identify impacts on exposed wildlife. Behavioral measures represent an important link between physiological and ecological processes, and are often used to generalize sub-lethal effects of pesticide exposure. In order to bridge the toxicological and behavioral literature, and identify chemical classes that denote the largest threat, we conducted a meta-analysis summarizing the effects of pesticides on swim speed and activity of aquatic vertebrates. We found that exposure to environmentally relevant concentrations of pesticides reduced the swim speed of exposed amphibians and fish by 35%, and reduced overall activity by 72%. There were also differences in the magnitude of this effect across chemical classes, which likely reflect underlying physiological processes. Pyrethroids, carbamates, and organophosphates all produced a large decrease in swim speed, where as phosphonoglycines and triazines showed no overall effect. Pyrethroids, carbamates, organophosphates, organochlorines, and organotins also produced a large decrease in activity, while phosphonoglycines had no overall effect, and triazines had the opposite effect of increasing activity. Our results indicate that even sub-lethal concentrations of pesticides have a strong effect on critical behaviors of aquatic vertebrates, which can affect fitness and alter species interactions. We expect our synthesis can be used to identify chemical classes producing the largest sub-lethal effects for further research and management.  2016 Elsevier B.V.",47,1
"Sievers2017755","To treat or not to treat: a quantitative review of the effect of biofouling and control methods in shellfish aquaculture to evaluate the necessity of removal","Sievers, M. and Fitridge, I. and Bui, S. and Dempster, T.","Biofouling","08927014","33","755-767","2017","10.1080/08927014.2017.1361937","The global growth of farmed shellfish production has resulted in considerable research investigating how biofouling compromises farm productivity. Shellfish fitness can be compared between fouled stock and stock which has undergone treatment. As treatment options are often harsh, they may deleteriously affect stock. The projected impact of biofouling may therefore be confounded by the impact of treatments. Given the substantial cost of fouling removal, some have questioned the necessity of biofouling mitigation strategies. Meta-analysis revealed that biofouling typically reduces shellfish fitness. However, the fitness of treated stock was often lower or equal to fouled control stock, indicating that many common antifouling (AF) strategies are ineffective at enhancing farm productivity. Overall, caution and diligence are required to successfully implement biofouling mitigation strategies. The need remains for increased passive prevention approaches and novel AF strategies suitable for shellfish culture, such as strategic siting of bivalve farms in areas of low biofouling larval supply.  2017 Informa UK Limited, trading as Taylor & Francis Group.",48,2
"Sievers2018529","Impacts of human-induced environmental change in wetlands on aquatic animals","Sievers, M. and Hale, R. and Parris, K.M. and Swearer, S.E.","Biological Reviews","14647931","93","529-554","2018","10.1111/brv.12358","Many wetlands harbour highly diverse biological communities and provide extensive ecosystem services; however, these important ecological features are being altered, degraded and destroyed around the world. Despite a wealth of research on how animals respond to anthropogenic changes to natural wetlands and how they use created wetlands, we lack a broad synthesis of these data. While some altered wetlands may provide vital habitat, others could pose a considerable risk to wildlife. This risk will be heightened if such wetlands are ecological trapspreferred habitats that confer lower fitness than another available habitat. Wetlands functioning as ecological traps could decrease both local and regional population persistence, and ultimately lead to extinctions. Most studies have examined how animals respond to changes in environmental conditions by measuring responses at the community and population levels, but studying ecological traps requires information on fitness and habitat preferences. Our current lack of knowledge of individual-level responses may therefore limit our capacity to manage wetland ecosystems effectively since ecological traps require different management practices to mitigate potential consequences. We conducted a global meta-analysis to characterise how animals respond to four key drivers of wetland alteration: agriculture, mining, restoration and urbanisation. Our overarching goal was to evaluate the ecological impacts of human alterations to wetland ecosystems, as well as identify current knowledge gaps that limit both the current understanding of these responses and effective wetland management. We extracted 1799 taxon-specific response ratios from 271 studies across 29 countries. Community- (e.g. richness) and population-level (e.g. density) measures within altered wetlands were largely comparable to those within reference wetlands. By contrast, individual fitness measures (e.g. survival) were often lower, highlighting the potential limitations of using only community- and population-level measures to assess habitat quality. Only four studies provided habitat-preference data, preventing investigation of the potential for altered wetlands to function as ecological traps. This is concerning because attempts to identify ecological traps may detect previously unidentified conservation risks. Although there was considerable variability amongst taxa, amphibians were typically the most sensitive taxon, and thus, may be a valuable bio-indicator of wetland quality. Despite suffering reduced survival and reproduction, measures such as time to and mass at metamorphosis were similar between altered and reference wetlands, suggesting that quantifying metamorphosis-related measures in isolation may not provide accurate information on habitat quality. Our review provides the most detailed evaluation to date of the ecological impacts of human alterations to wetland ecosystems. We emphasise that the role of wetlands in human-altered ecosystems can be complex, as they may represent important habitat but also pose potential risks to animals. Reduced availability of natural wetlands is increasing the importance of altered wetlands for aquatic animals. Consequently, we need to define what represents habitat quality from the perspective of animals, and gain a greater understanding of the underlying mechanisms of habitat selection and how these factors could be manipulated. Furthermore, strategies to enhance the quality of these wetlands should be implemented to maximise their conservation potential.  2017 Cambridge Philosophical Society",49,2
"Spake2017429","Use of meta-analysis in forest biodiversity research: key challenges and considerations","Spake, R. and Doncaster, C.P.","Forest Ecology and Management","03781127","400","429-437","2017","10.1016/j.foreco.2017.05.059","Meta-analysis functions to increase the precision of empirical estimates and to broaden the scope of inference, making it a powerful tool for informing forest management and conservation actions around the world. Despite substantial advances in adapting meta-analytical techniques for use in ecological sciences from their foundations in medical and social sciences, forest biodiversity research still presents particular challenges to its application. These relate to the long timescales of successional stages, often precluding experimental designs, and the often-large spatial scales required to select random plots for sampling treatment factors of interest. Empirical studies measuring biodiversity responses to forest treatments vary widely in their quality with respect to the number of treatment replicates and the randomness of their allocation to treatment levels, with a high prevalence of pseudoreplicated designs. It has been suggested that meta-analysis can potentially offer a solution to the vast pseudoreplicated literature, because results from pseudoreplicated studies are formative collectively. Here we review the principal issues that arise when including differently designed studies in meta-analyses of forest biodiversity responses to forest management or disturbance, in addition to more general matters of appropriate question formulation and interpretation of synthetic findings. These concern the need for questions of practical value to forest management, appropriate effect size estimation and weighting of primary studies that differ in study design and quality. We recommend against using effect sizes that are standardized against within-study variance when pooling studies across different designs or across factors such as taxonomic group. We find a need for alternative weighting schemes to the conventional inverse of study variance, to account for variation between studies in their design quality as well as their observed precision. Finally, we recommend caution in interpreting results, particularly with regard to the possibility of systematic biases between reference and treatment stands.  2017 The Authors",50,2
"Thapa20181197","Biomass production and nitrogen accumulation by hairy vetchcereal rye mixtures: A meta-analysis","Thapa, R. and Poffenbarger, H. and Tully, K.L. and Ackroyd, V.J. and Kramer, M. and Mirsky, S.B.","Agronomy Journal","00021962","110","1197-1208","2018","10.2134/agronj2017.09.0544","Agroecosystem services from cover crop mixtures are linked to aboveground biomass and total N content (kg ha1). Reported values in the literature, however, vary for aboveground biomass and total N content of cover crop mixtures compared with monocultures. We conducted a meta-analysis using results from 55 site-years from 21 studies conducted in the United States to examine biomass and N content of hairy vetch (Vicia villosa Roth)cereal rye (Secale cereale L.) mixtures compared with respective monocultures. Overall, hairy vetchcereal rye mixtures produced 63 and 21% more biomass compared with hairy vetch and cereal rye monocultures, respectively. The N content of hairy vetchcereal rye mixtures was 150% greater than that of cereal rye monocultures. When the proportion of hairy vetch seeds (by weight) exceeded 46% of the mixture, the mixtures accumulated equivalent or more N than the greatest yielding monocultures (usually hairy vetch). Compared with monocultures, a more consistent positive response of mixtures on biomass and N content was found on coarse-textured soils and following corn (Zea mays L.) rather than soybean [Glycine max (L.) Merr.] harvest. With increasing growing degree days (GDD), the biomass and N content of mixtures decreased relative to hairy vetch monocultures but increased relative to cereal rye monocultures, suggesting better performance of hairy vetch at higher GDD. We conclude that hairy vetchcereal rye mixtures can produce equivalent or more biomass than both monocultures and accumulate as much N as hairy vetch, and that the relative productivity of mixtures depends on soil type, previous crop, seeding proportion, and GDD.  2018 by the American Society of Agronomy.",51,2
"vanGroenigen20174420","Faster turnover of new soil carbon inputs under increased atmospheric CO2","van Groenigen, K.J. and Osenberg, C.W. and Terrer, C. and Carrillo, Y. and Dijkstra, F.A. and Heath, J. and Nie, M. and Pendall, E. and Phillips, R.P. and Hungate, B.A.","Global Change Biology","13541013","23","4420-4429","2017","10.1111/gcb.13752","Rising levels of atmospheric CO2 frequently stimulate plant inputs to soil, but the consequences of these changes for soil carbon (C) dynamics are poorly understood. Plant-derived inputs can accumulate in the soil and become part of the soil C pool (new soil C), or accelerate losses of pre-existing (old) soil C. The dynamics of the new and old pools will likely differ and alter the long-term fate of soil C, but these separate pools, which can be distinguished through isotopic labeling, have not been considered in past syntheses. Using meta-analysis, we found that while elevated CO2 (ranging from 550 to 800 parts per million by volume) stimulates the accumulation of new soil C in the short term (&lt;1year), these effects do not persist in the longer term (14years). Elevated CO2 does not affect the decomposition or the size of the old soil C pool over either temporal scale. Our results are inconsistent with predictions of conventional soil C models and suggest that elevated CO2 might increase turnover rates of new soil C. Because increased turnover rates of new soil C limit the potential for additional soil C sequestration, the capacity of land ecosystems to slow the rise in atmospheric CO2 concentrations may be smaller than previously assumed.  2017 John Wiley & Sons Ltd",52,2
"Vanhellemont201422","Relating changes in understorey diversity to environmental drivers in an ancient forest in northern Belgium","Vanhellemont, M. and Baeten, L. and Verheyen, K.","Plant Ecology and Evolution","20323913","147","22-32","2014","10.5091/plecevo.2014.921","Background and aims A renewed interest in the functional role and dynamics of forest understorey plant communities has lead to an increasing number of publications that present the results of understorey resurveys. However, studies looking at the possible causes of temporal changes in the understorey often lack data on soil and tree layer conditions for the old survey. We investigated how changes in the tree layer, soil, and understorey were related in two contrasting forest types. Methods Full re-inventory of the tree layer (1997, 2010) and resurvey of the soil and understorey in 40 plots on a permanent grid (1993, 2011) in an ancient temperate deciduous forest. The 1.83 ha study area consisted of a part dominated by oak (Quercus robur) and beech (Fagus sylvatica) and a part dominated by ash (Fraxinus excelsior). Key results Overall, the basal area and shade-casting ability of the tree layer had increased. In the oak-beech forest, the soil pH had decreased; below ash, the topsoil pH had increased. The understorey species richness had increased, and the change in species richness was correlated with the change in soil pH and basal area, the latter in the oak-beech forest only. The observed patterns in understorey dissimilarity were different for the dataset including or excluding the regeneration of woody species.Conclusions The changes in soil and understorey differed between the two forest types, and there were some indications of recovery from soil acidification in the ash forest.  2014 Botanic Garden Meise and Royal Botanical Society of Belgium.",53,2
"VanSomerenGrve2017631","Gender-specific feeding rates in planktonic copepods with different feeding behavior","Van Someren Grve, H. and Almeda, R. and Lindegren, M. and Kirboe, T.","Journal of Plankton Research","01427873","39","631-644","2017","10.1093/plankt/fbx033","Planktonic copepods have sexually dimorphic behaviors, which can cause differences in feeding efficiency between genders. Copepod feeding rates have been studied extensively but most studies have focused only on females. In this study, we experimentally quantified feeding rates of males and females in copepods with different feeding behavior: ambush feeding (Oithona nana), feeding-current feeding (Temora longicornis) and cruising feeding (Centropages hamatus). We hypothesize that carbon-specific maximum ingestion rates are similar between genders, but that maximum clearance rates are lower for male copepods, particularly in ambush feeders, where the males must sacrifice feeding for mate searching. We conducted gender-specific functional feeding response experiments using prey of different size and motility. In most cases, gender-specific maximum ingestion and clearance rates were largely explained by the difference in size between sexes, independent of the feeding strategy. However, maximum clearance rates of males were approximately two times higher than for females in the ambush feeding copepod O. nana feeding on an optimal motile prey (Oxyrrhis marina), as hypothesized. We conclude that the conflict between mate searching and feeding can cause significant difference in feeding efficiency between copepod genders in ambush feeders but not in feeding-current and cruising feeders.  The Author 2017. Published by Oxford University Press. All rights reserved.",54,2
"Vellend201319456","Global meta-analysis reveals no net change in local-scale plant biodiversity over time","Vellend, M. and Baeten, L. and Myers-Smith, I.H. and Elmendorf, S.C. and Beausjour, R. and Brown, C.D. and De Frenne, P. and Verheyen, K. and Wipf, S.","Proceedings of the National Academy of Sciences of the United States of America","00278424","110","19456-19459","2013","10.1073/pnas.1312779110","Global biodiversity is in decline. This is of concern for aesthetic and ethical reasons, but possibly also for practical reasons, as suggested by experimental studies, mostly with plants, showing that biodiversity reductions in small study plots can lead to compromised ecosystem function. However, inferring that ecosystem functions will decline due to biodiversity loss in the real world rests on the untested assumption that such loss is actually occurring at these small scales in nature. Using a global database of 168 published studies and >16,000 nonexperimental, local-scale vegetation plots, we show that mean temporal change in species diversity over periods of 5-261 y is not different from zero, with increases at least as likely as declines over time. Sites influenced primarily by plant species' invasions showed a tendency for declines in species richness, whereas sites undergoing postdisturbance succession showed increases in richness over time. Other distinctions among studies had little influence on temporal richness trends. Although maximizing diversity is likely important for maintaining ecosystem function in intensely managed systems such as restored grasslands or tree plantations, the clear lack of any general tendency for plant biodiversity to decline at small scales in nature directly contradicts the key assumption linking experimental results to ecosystem function as a motivation for biodiversity conservation in nature. How often real world changes in the diversity and composition of plant communities at the local scale cause ecosystem function to deteriorate, or actually to improve, remains unknown and is in critical need of further study.",55,3
"Veresoglou20141","Challenging cherished ideas in mycorrhizal ecology: The Baylis postulate","Veresoglou, S.D. and Rillig, M.C.","New Phytologist","0028646X","204","1-3","2014","10.1111/nph.12995",NA,56,2
"Veresoglou2018","Seed mass predicts migration lag of European trees","Veresoglou, S.D. and Halley, J.M.","Annals of Forest Science","12864560","75",NA,"2018","10.1007/s13595-018-0766-y","Key message: We reanalysed a dataset of tree distribution ranges in Europe to identify which plant traits best explain migration potential in woody species. Contrary to our intuition that tree longevity would best explain the ability of trees to migrate, we found that seed biomass was the only good descriptor of migration potential: trees with heavier seeds lag more. Context: To cope with global warming, the majority of plants have either to migrate polewards or risk extinction. This is why conservationists value predictive models that can flag plant species that may not keep pace with global warming. Aims: To identify which plant traits best explain migration potential in woody species by reanalysing a dataset of tree distribution ranges in Europe. Methods: We used two statistical approaches to quantify migration lag. A direct approach compared frequency of large trees in the two latitudinal extremes and a modelling approach in which we first corrected data for the influence of temperature and then assessed the influence of latitude over the entire distribution of the tree species. Results: Contrary to our intuition that tree longevity would best explain the ability of trees to migrate, we found that seed mass was the only good descriptor of migration potential: trees with heavier seeds lag more. Conclusion: We interpret our results in terms of the well-established trade-off between seed mass and seed production in spermatophytes and discuss the possible functional implications that will result from selectively losing large-seeded trees. In summary, we provide an empirical study on how woody communities will respond to global warming over the next years.  2018, INRA and Springer-Verlag France SAS, part of Springer Nature.",57,2
"Ward.Campbell20171538","Fish assemblages in agricultural drains are resilient to habitat change caused by drain maintenance","Ward-Campbell, B. and Cottenie, K. and Mandrak, N.E. and McLaughlin, R.","Canadian Journal of Fisheries and Aquatic Sciences","0706652X","74","1538-1548","2017","10.1139/cjfas-2016-0361","A better understanding of how human activities affect biodiversity can be important for effective resource management. We tested how excavation (maintenance) of agricultural drains (ditches) altered fish assemblages. Uncertainty regarding the effects of drain maintenance on fish assemblages has been a source of tension between landowners, drain superintendents, and fishery managers. Fish assemblages in eight southwestern Ontario drains were sampled repeatedly from before to 2 years after drain maintenance using a replicated before-after, control-impact (BACI) design. Relative to reference sites, we found no evidence for short-or long-term decreases in the number of species and total abundance of fishes following drain maintenance, nor any consistent change in assemblage composition, despite clear changes in physical habitat. The fish assemblages in drains were resilient to drain maintenance and did not show changes expected to concern fishery managers. Our findings provide fishery managers with the information needed to manage drain maintenance more effectively under the Fish Protection Program of the Fisheries Act and to develop drain maintenance practices that balance the needs of agriculture with the protection of fish biodiversity.  2017 Canadian Science Publishing. All rights reserved.",58,2
"Ward.Campbell201729","Maintenance of agricultural drains alters physical habitat, but not macroinvertebrate assemblages exploited by fishes","Ward-Campbell, B. and Cottenie, K. and Mandrak, N. and McLaughlin, R.","Journal of Environmental Management","03014797","203","29-39","2017","10.1016/j.jenvman.2017.07.032","The effects of drain maintenance on fish habitat and benthic macroinvertebrate assemblages (fish prey) were investigated for eight agricultural drains in southwestern Ontario, Canada. Our investigation employed a replicated Before-After-Control-Impact (BACI) design where each maintained section of a drain was paired with an unmaintained section downstream and an unmaintained section on a nearby reference drain of similar size and position in the watershed. Seven variables characterizing physical habitat features important to fishes and three variables characterizing the taxonomic abundance, densities, and relative densities of benthic macroinvertebrates were measured before drain maintenance and 1012 times over 2 years following maintenance. Pulse responses were detected for three habitat variables quantifying vegetative cover: percent vegetation on the bank, percent in-stream vegetation, and percent cover. All three variables returned to pre-maintenance levels within two years of maintenance. No consistent changes were observed in the remaining habitat features or in the richness and densities of benthic invertebrate assemblages following drain maintenance. Our findings suggest that key features of fish habitat, structural properties and food availability, are resistant to drain maintenance.  2017 Elsevier Ltd",59,2
"X.ISI.000299382200009","Comparison of methodologies to quantify the effects of age and area of marine reserves on the density and size of targeted species","Guisado, Daniela Diaz and Cole, Russell G. and Davidson, Robert J. and Freeman, Debbie J. and Kelly, Shane and Macdiarmid, Alison and Pande, Anjali and Stewart, Rob and Struthers, Carl and Bell, James J. and Gardner, Jonathan P. A.","AQUATIC BIOLOGY","1864-7790","14","185-200","2012","10.3354/ab00391","We quantified the biological response of 2 exploited species to marine reserve (MR) protection by comparing meta-analysis results based on response ratio (RR) and Hedges' g statistics. To determine the effect of MR area and age on biological responses, a RR analysis was performed on density and size data for both species from sites inside versus outside 13 MRs. Most MRs supported a greater density of larger individuals than unprotected areas. Linear and non-linear plots of MR age and area with respect to species-specific density and size were used to quantify the trajectories of the responses. In the RR meta-analysis but not in the Hedges' g meta-analysis, MR age explained significant variation in the density and size of both species, while no effect of MR area was detected in either analysis. Comparison of the performance of RR with that of Hedges' g revealed no overall evidence of a relationship between them, probably because the RR does not include an estimate of variance, whereas the Hedges' g analysis does. While RR analysis is an appropriate alternative to Hedges' g statistic meta-analysis assessments of MR effectiveness because of its ease of use and interpretation, we recommend that future RR analyses include both an estimate of variance and a test for `effect size'. Finally, we recommend that research be aimed at determining why different MRs produce different biological responses-that is, address why significant `effect size' exists.",60,1
"X.ISI.000354866500002","Diversification practices reduce organic to conventional yield gap","Ponisio, Lauren C. and M'Gonigle, Leithen K. and Mace, Kevi C. and Palomino, Jenny and de Valpine, Perry and Kremen, Claire","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","0962-8452","282",NA,"2015","10.1098/rspb.2014.1396","Agriculture today places great strains on biodiversity, soils, water and the atmosphere, and these strains will be exacerbated if current trends in population growth, meat and energy consumption, and food waste continue. Thus, farming systems that are both highly productive and minimize environmental harms are critically needed. How organic agriculture may contribute to world food production has been subject to vigorous debate over the past decade. Here, we revisit this topic comparing organic and conventional yields with a new meta-dataset three times larger than previously used (115 studies containing more than 1000 observations) and a new hierarchical analytical framework that can better account for the heterogeneity and structure in the data. We find organic yields are only 19.2\% (+/- 3.7\%) lower than conventional yields, a smaller yield gap than previous estimates. More importantly, we find entirely different effects of crop types and management practices on the yield gap compared with previous studies. For example, we found no significant differences in yields for leguminous versus non-leguminous crops, perennials versus annuals or developed versus developing countries. Instead, we found the novel result that two agricultural diversification practices, multi-cropping and crop rotations, substantially reduce the yield gap (to 9 +/- 4\% and 8 +/- 5\%, respectively) when the methods were applied in only organic systems. These promising results, based on robust analysis of a larger meta-dataset, suggest that appropriate investment in agroecological research to improve organic management systems could greatly reduce or eliminate the yield gap for some crops or regions.",61,1
